source_row_group,timestamp_cycle,path_score,local_best_cycle,local_best_score,second_best_cycle,second_best_score
53,277,0.0024641639924554487,277,0.0024641639924554487,285,0.031173039520661514
54,278,0.00391792278153524,278,0.00391792278153524,284,0.05034845788455674
55,278,0.0030192706788616454,278,0.0030192706788616454,285,0.04994234348723102
56,279,0.0028400690150743586,279,0.0028400690150743586,282,0.026784816073809982
57,280,0.004582962913635817,280,0.004582962913635817,281,0.011719694815192737
58,280,0.0019597121755849426,280,0.0019597121755849426,289,0.021388043283425345
59,281,0.0016382144966606122,281,0.0016382144966606122,289,0.01694782094175427
60,281,0.004298950715387724,281,0.004298950715387724,282,0.019401832796001526
61,282,0.0014064961720680618,282,0.0014064961720680618,288,0.01813006463286299
62,283,0.011279268913001702,283,0.011279268913001702,290,0.01959426600189322
63,283,0.007772381540561154,283,0.007772381540561154,284,0.02510830614626714
64,284,0.008080341487182329,284,0.008080341487182329,286,0.03630283098706263
65,285,0.023936848864576362,285,0.023936848864576362,284,0.033374588622296586
66,285,0.0036264091621452704,285,0.0036264091621452704,277,0.04339717426548076
67,286,0.00599795261116973,286,0.00599795261116973,279,0.04979736396333727
68,286,0.013887839230491006,286,0.013887839230491006,281,0.031485165304692746
69,287,0.002245658019991748,287,0.002245658019991748,289,0.019103039370737793
70,287,0.010413393396297379,287,0.010413393396297379,288,0.01056007514243304
71,288,0.0012652527095935963,288,0.0012652527095935963,279,0.014010032333663774
72,289,0.0025598620388271936,289,0.0025598620388271936,281,0.01190140553161169
73,289,0.003542763993487076,289,0.003542763993487076,287,0.01862878052853149
74,290,0.0014192999391592642,290,0.0014192999391592642,289,0.017623584515362226
75,291,0.0035948747060473058,291,0.0035948747060473058,290,0.017264175541013532
76,291,0.003594234307372994,291,0.003594234307372994,280,0.03177195064899521
77,292,0.0015211621753982675,292,0.0015211621753982675,337,0.027613210808329427
78,293,0.0055962759152403336,293,0.0055962759152403336,294,0.01282703763446609
79,293,0.0015999000042832875,293,0.0015999000042832875,334,0.014415894682508685
80,294,0.001956696519103958,294,0.001956696519103958,295,0.022914942379021027
81,294,0.00268123104602708,294,0.00268123104602708,335,0.01979413326006819
82,295,0.0008083349745504969,295,0.0008083349745504969,335,0.015745183590401023
83,296,0.012312661457544066,296,0.012312661457544066,295,0.01747598905834903
84,296,0.0026250939963405554,296,0.0026250939963405554,357,0.014747028592392984
85,297,0.002004843811637858,297,0.002004843811637858,346,0.006383071432523288
86,297,0.005341532747407435,297,0.005341532747407435,332,0.008298157521317562
87,298,0.00108762033101389,298,0.00108762033101389,358,0.006552387585504763
88,296,1.0,240,1.0,241,1.0
89,299,0.006338435073064009,299,0.006338435073064009,325,0.014576105447445283
90,298,0.001901277069471216,298,0.001901277069471216,348,0.008390584269723488
91,299,0.0011562543017377303,299,0.0011562543017377303,324,0.013562050108758857
92,299,0.0006753804286389361,299,0.0006753804286389361,341,0.002175019186608649
93,300,0.002220859730686356,300,0.002220859730686356,301,0.014496421994703506
94,300,0.0012501313274005253,300,0.0012501313274005253,320,0.006797450840852385
95,300,0.002878637684284769,300,0.002878637684284769,318,0.006806604592277748
96,301,0.0016574772861122238,301,0.0016574772861122238,342,0.020417431856951544
97,302,0.005715417288497169,302,0.005715417288497169,301,0.016495933902045158
98,302,0.0042432426513889,302,0.0042432426513889,318,0.027551219019842244
99,303,0.001262492162382577,303,0.001262492162382577,364,0.014442870135100967
100,304,0.0033846533673008686,304,0.0033846533673008686,365,0.02409098996538552
101,303,0.0018501320067912377,303,0.0018501320067912377,365,0.00409161925876296
102,304,0.0009353696387808484,304,0.0009353696387808484,303,0.011998483157191393
103,305,0.011236110129561843,368,0.010185073684710156,305,0.011236110129561843
104,305,0.01976238647369042,305,0.01976238647369042,387,0.02237580055177001
105,305,0.0028812334672431847,305,0.0028812334672431847,313,0.023670675872278314
106,306,0.002286039506853756,306,0.002286039506853756,390,0.01058910477508475
107,306,0.006576687490830985,306,0.006576687490830985,310,0.010574405785928014
108,307,0.0023464940133967787,307,0.0023464940133967787,316,0.018067775727960138
109,306,0.001249670059282533,306,0.001249670059282533,308,0.005863536143278786
110,307,0.0014427068142665346,307,0.0014427068142665346,386,0.016158646841903726
111,307,0.0014833908431036106,307,0.0014833908431036106,309,0.013450001843601147
112,308,0.0013288906412967701,308,0.0013288906412967701,310,0.04105375600583902
113,308,0.0066476894609995615,308,0.0066476894609995615,367,0.02470912573405319
114,308,0.004391413706848854,308,0.004391413706848854,311,0.020339346480587824
