time,direction,leader_close,xau_entry,xau_exit,gross,spread_cost,pnl,equity
2026-05-22 18:50:00+00:00,1,1.16138,4515.469999999999,4507.2265,-8.243499999999585,1.2839110604333261,-9.527411060432911,-9.527411060432911
2026-05-25 15:45:00+00:00,-1,1.164285,4570.469999999999,4565.155000000001,5.31499999999869,1.193602564102589,4.121397435896101,-5.40601362453681
2026-05-26 13:00:00+00:00,-1,1.16313,4523.545,4511.65,11.895000000000437,1.2503497372193328,10.644650262781104,5.238636638244294
2026-05-26 15:05:00+00:00,-1,1.162125,4510.6900000000005,4504.45,6.240000000000691,1.1711225259189382,5.068877474081753,10.307514112326047
2026-05-26 17:10:00+00:00,1,1.162655,4503.825,4499.6,-4.224999999999454,1.1007503974562731,-5.325750397455727,4.981763714870319
2026-05-26 19:10:00+00:00,1,1.162845,4499.6,4504.94,5.339999999999236,1.0796728538283082,4.260327146170928,9.242090861041248
2026-05-27 13:00:00+00:00,1,1.164585,4432.15,4436.33,4.180000000000291,1.130795310519635,3.049204689480656,12.291295550521905
2026-05-27 16:05:00+00:00,-1,1.162705,4436.935,4448.1315,-11.196500000000015,1.0136090614887225,-12.210109061488737,0.08118648903316839
2026-05-27 18:05:00+00:00,-1,1.162455,4448.1315,4453.0315,-4.899999999999636,1.0261666666667237,-5.92616666666636,-5.844980177633191
2026-05-27 20:20:00+00:00,-1,1.16289,4456.98,4451.66,5.319999999999709,1.0088340248963255,4.311165975103384,-1.5338142025298076
2026-05-28 15:25:00+00:00,-1,1.1653099999999998,4476.8465,4502.1565,-25.3100000000004,1.7042500000000451,-27.014250000000445,-28.548064202530252
2026-05-28 17:25:00+00:00,-1,1.16511,4502.1565,4499.906499999999,2.2500000000009095,1.1517120149602893,1.0982879850406202,-27.44977621748963
2026-05-28 19:25:00+00:00,-1,1.164895,4499.906499999999,4495.8765,4.029999999998836,1.4876256684491695,2.5423743315496665,-24.907401885939965
2026-05-29 13:00:00+00:00,1,1.1648999999999998,4524.32,4578.5385,54.21849999999995,1.1590834512022765,53.05941654879767,28.152014662857706
2026-05-29 19:50:00+00:00,1,1.16657,4546.48,4535.015,-11.464999999999236,1.9033491124259776,-13.368349112425214,14.783665550432492
2026-06-01 13:05:00+00:00,-1,1.16426,4501.24,4462.745,38.49499999999989,1.1654594168636456,37.32954058313624,52.11320613356874
2026-06-02 13:00:00+00:00,1,1.16517,4520.185,4502.889999999999,-17.295000000000982,1.1628924843423851,-18.45789248434337,33.65531364922537
2026-06-02 15:00:00+00:00,1,1.1640700000000002,4502.889999999999,4490.485,-12.404999999999745,1.1086379310344356,-13.51363793103418,20.141675718191188
2026-06-02 17:30:00+00:00,-1,1.1624949999999998,4488.673500000001,4486.55,2.123500000000604,1.0616098901099236,1.0618901098906803,21.203565828081867
2026-06-03 13:00:00+00:00,-1,1.1602,4463.34,4453.0885,10.251500000000306,1.2864834605598374,8.965016539440468,30.168582367522333
2026-06-03 18:20:00+00:00,1,1.15971,4439.08,4439.665,0.5850000000000364,1.2976881720430509,-0.7126881720430145,29.455894195479317
2026-06-04 13:35:00+00:00,-1,1.16382,4509.41,4477.25,32.159999999999854,1.1804977810650883,30.979502218934766,60.435396414414086
2026-06-04 17:20:00+00:00,-1,1.16211,4475.545,4479.365,-3.819999999999709,1.0854022140221344,-4.905402214021843,55.529994200392245
2026-06-04 19:20:00+00:00,-1,1.161255,4479.365,4479.515,-0.1500000000005457,1.049802197802226,-1.1998021978027718,54.33019200258947
2026-06-05 16:35:00+00:00,-1,1.152425,4331.905000000001,4320.325000000001,11.579999999999927,1.079863175675685,10.500136824324242,64.83032882691371
2026-06-08 13:10:00+00:00,1,1.154385,4324.0,4325.46,1.4600000000000364,1.1143678304239333,0.3456321695761031,65.17596099648982
2026-06-08 16:35:00+00:00,-1,1.1542400000000002,4341.395,4337.275,4.1200000000008,1.0961703163016896,3.0238296836991108,68.19979068018893
2026-06-08 18:35:00+00:00,-1,1.153875,4337.275,4327.705,9.569999999999709,1.0623786982248584,8.50762130177485,76.70741198196377
2026-06-09 13:05:00+00:00,1,1.157675,4341.545,4295.556500000001,-45.988499999999476,1.0628549772612668,-47.05135497726074,29.65605700470303
2026-06-09 15:15:00+00:00,1,1.156,4292.015,4264.1835,-27.831500000000233,1.4845807142857257,-29.31608071428596,0.33997629041707
2026-06-10 14:35:00+00:00,1,1.1556799999999998,4157.935,4127.98,-29.955000000000837,1.193158213474638,-31.148158213475476,-30.808181923058406
2026-06-10 16:40:00+00:00,1,1.15556,4122.26,4105.09,-17.170000000000073,1.2369098360655817,-18.406909836065655,-49.215091759124064
2026-06-10 19:25:00+00:00,1,1.15438,4084.7915,4044.75,-40.041499999999814,1.063577610162775,-41.10507761016259,-90.32016936928665
2026-06-11 13:45:00+00:00,1,1.15328,4083.8685,4089.855,5.986499999999978,1.4922224183583555,4.494277581641622,-85.82589178764502
2026-06-11 15:45:00+00:00,-1,1.15185,4089.855,4154.379999999999,-64.52499999999918,1.0437715899919358,-65.56877158999112,-151.39466337763614
2026-06-11 17:45:00+00:00,-1,1.155215,4154.379999999999,4210.174999999999,-55.79500000000007,1.4671413227812444,-57.26214132278132,-208.65680470041747
2026-06-12 18:05:00+00:00,-1,1.15725,4220.7285,4211.07,9.658500000000458,1.205044308111812,8.453455691888646,-200.20334900852882
2026-06-15 14:10:00+00:00,-1,1.1613449999999998,4357.48,4351.878500000001,5.60149999999885,1.1952574791564274,4.406242520842423,-195.7971064876864
2026-06-15 16:10:00+00:00,-1,1.160295,4351.878500000001,4324.375,27.503500000000713,1.18234138486311,26.321158615137602,-169.4759478725488
2026-06-15 18:10:00+00:00,1,1.16016,4324.375,4315.9615,-8.413499999999658,1.103129834254115,-9.516629834253774,-178.99257770680256
2026-06-16 13:00:00+00:00,-1,1.160045,4347.28,4323.435,23.844999999999345,1.0721182266009959,22.77288177339835,-156.2196959334042
2026-06-16 15:00:00+00:00,1,1.16047,4323.435,4339.6,16.164999999999964,1.0511122770199524,15.113887722980012,-141.1058082104242
2026-06-16 17:15:00+00:00,1,1.161215,4331.265,4338.905000000001,7.640000000000327,1.0764601899196182,6.563539810080709,-134.5422684003435
2026-06-17 13:25:00+00:00,-1,1.15983,4335.54,4355.56,-20.020000000000437,1.055375410913855,-21.07537541091429,-155.61764381125778
2026-06-17 15:25:00+00:00,-1,1.15927,4355.56,4361.3515,-5.79149999999936,1.2069536423840963,-6.998453642383456,-162.61609745364123
2026-06-17 17:25:00+00:00,-1,1.159075,4361.3515,4227.15,134.20150000000012,1.1386033824331863,133.06289661756693,-29.553200836074296
