time,rule,direction,xau_entry,xau_exit,gross,spread_cost,pnl,raw_pnl,weight,equity
2026-03-24 14:35:00+00:00,w2_q0.4_h12,-1,4407.8535,4423.4785,-15.625,2.152946296421988,-2.9629910494036644,-17.777946296421987,0.16666666666666666,-2.9629910494036644
2026-03-24 14:40:00+00:00,w3_q0.4_h12,-1,4412.4,4424.6535,-12.253500000000713,2.3019976309915196,-2.4259162718320386,-14.555497630992232,0.16666666666666666,-5.388907321235703
2026-03-24 14:40:00+00:00,w2_q0.4_h12,-1,4412.4,4424.6535,-12.253500000000713,2.3019976309915196,-2.4259162718320386,-14.555497630992232,0.16666666666666666,-7.814823593067741
2026-03-24 14:45:00+00:00,w2_q0.4_h12,-1,4404.4985,4429.4285,-24.93000000000029,2.382598869734385,-4.552099811622446,-27.312598869734675,0.16666666666666666,-12.366923404690187
2026-03-24 14:45:00+00:00,w3_q0.4_h12,-1,4404.4985,4429.4285,-24.93000000000029,2.382598869734385,-4.552099811622446,-27.312598869734675,0.16666666666666666,-16.91902321631263
2026-03-24 14:45:00+00:00,w4_q0.4_h9,-1,4404.4985,4416.5935,-12.095000000000255,2.382598869734385,-2.4129331449557734,-14.47759886973464,0.16666666666666666,-19.331956361268404
2026-03-24 14:50:00+00:00,w3_q0.4_h12,1,4425.6785,4419.0465,-6.631999999999607,2.463894524582887,-1.515982420763749,-9.095894524582494,0.16666666666666666,-20.847938782032152
2026-03-24 14:55:00+00:00,w6_q0.45_h12,-1,4416.225,4411.68,4.545000000000073,2.404089934826457,0.3568183441956026,2.1409100651736157,0.16666666666666666,-20.49112043783655
2026-03-24 14:55:00+00:00,w3_q0.4_h12,-1,4416.225,4411.68,4.545000000000073,2.404089934826457,0.3568183441956026,2.1409100651736157,0.16666666666666666,-20.134302093640947
2026-03-24 14:55:00+00:00,w2_q0.4_h12,-1,4416.225,4411.68,4.545000000000073,2.404089934826457,0.3568183441956026,2.1409100651736157,0.16666666666666666,-19.777483749445345
2026-03-24 14:55:00+00:00,w4_q0.4_h9,-1,4416.225,4424.6535,-8.428499999999985,2.404089934826457,-1.805431655804407,-10.832589934826443,0.16666666666666666,-21.582915405249754
2026-03-24 14:55:00+00:00,w6_q0.45_h9,-1,4416.225,4424.6535,-8.428499999999985,2.404089934826457,-1.805431655804407,-10.832589934826443,0.16666666666666666,-23.388347061054162
2026-03-24 14:55:00+00:00,w6_q0.4_h9,-1,4416.225,4424.6535,-8.428499999999985,2.404089934826457,-1.805431655804407,-10.832589934826443,0.16666666666666666,-25.19377871685857
