time,direction,xau_entry,xau_exit,gross,spread_cost,pnl,equity
2026-05-22 18:50:00+00:00,1,4515.469999999999,4515.3435,-0.1264999999993961,1.2839110604333261,-1.4104110604327222,-1.4104110604327222
2026-05-22 18:55:00+00:00,1,4515.3435,4510.79,-4.5534999999999854,0.0,-4.5534999999999854,-5.963911060432707
2026-05-22 19:00:00+00:00,1,4510.79,4508.746499999999,-2.0435000000006767,0.0,-2.0435000000006767,-8.007411060433384
2026-05-22 19:05:00+00:00,1,4508.746499999999,4507.4365,-1.3099999999994907,0.0,-1.3099999999994907,-9.317411060432875
2026-05-22 19:10:00+00:00,1,4507.4365,4509.0415,1.605000000000473,0.0,1.605000000000473,-7.712411060432402
2026-05-22 19:15:00+00:00,1,4509.0415,4507.8965,-1.1450000000004366,0.0,-1.1450000000004366,-8.857411060432838
2026-05-22 19:20:00+00:00,1,4507.8965,4507.2185,-0.6779999999998836,0.0,-0.6779999999998836,-9.535411060432722
2026-05-22 19:25:00+00:00,1,4507.2185,4508.1865,0.9679999999998472,0.0,0.9679999999998472,-8.567411060432875
2026-05-22 19:30:00+00:00,1,4508.1865,4509.4915,1.305000000000291,0.0,1.305000000000291,-7.2624110604325836
2026-05-22 19:35:00+00:00,1,4509.4915,4509.75,0.2584999999999127,0.0,0.2584999999999127,-7.003911060432671
2026-05-22 19:40:00+00:00,1,4509.75,4507.601500000001,-2.1484999999993306,0.0,-2.1484999999993306,-9.152411060432001
2026-05-22 19:45:00+00:00,1,4507.601500000001,4507.7835,0.1819999999988795,0.0,0.1819999999988795,-8.970411060433122
2026-05-22 19:50:00+00:00,1,4507.7835,4508.3565,0.5730000000003201,0.0,0.5730000000003201,-8.397411060432802
2026-05-22 19:55:00+00:00,1,4508.3565,4506.375,-1.981499999999869,0.0,-1.981499999999869,-10.37891106043267
2026-05-22 20:00:00+00:00,1,4506.375,4507.04,0.6649999999999636,0.0,0.6649999999999636,-9.713911060432707
2026-05-22 20:05:00+00:00,1,4507.04,4508.09,1.050000000000182,0.0,1.050000000000182,-8.663911060432525
2026-05-22 20:10:00+00:00,1,4508.09,4509.0,0.9099999999998545,0.0,0.9099999999998545,-7.753911060432671
2026-05-22 20:15:00+00:00,1,4509.0,4509.95,0.9499999999998181,0.0,0.9499999999998181,-6.803911060432853
