time,direction,leader_close,xau_entry,xau_exit,gross,spread_cost,pnl,equity
2025-12-02 14:15:00+00:00,-1,1.1614749999999998,4224.21,4177.15,47.0600000000004,1.133344838991078,45.92665516100932,45.92665516100932
2025-12-02 14:20:00+00:00,-1,1.16184,4224.965,4176.545,48.42000000000007,1.1064205930692126,47.31357940693086,93.24023456794018
2025-12-02 14:25:00+00:00,-1,1.1618499999999998,4227.76,4177.4,50.36000000000058,1.121913228464558,49.238086771536025,142.4783213394762
2025-12-02 14:30:00+00:00,-1,1.1616,4226.42,4182.65,43.77000000000044,1.1310696636173856,42.63893033638305,185.11725167585925
2025-12-02 14:35:00+00:00,-1,1.16168,4221.97,4186.295,35.67500000000018,1.1635362217518668,34.51146377824831,219.62871545410758
2025-12-02 14:40:00+00:00,-1,1.16166,4218.015,4186.325,31.69000000000051,1.1572105087261693,30.53278949127434,250.16150494538192
2025-12-02 14:45:00+00:00,-1,1.16152,4223.1515,4188.155,34.9965000000002,1.2268233339686758,33.76967666603152,283.9311816114134
2025-12-02 14:50:00+00:00,-1,1.16174,4221.67,4186.54,35.13000000000011,1.1924621202908543,33.937537879709254,317.86871949112265
2025-12-02 14:55:00+00:00,-1,1.16178,4219.015,4184.98,34.035000000000764,1.158739745674184,32.87626025432658,350.7449797454492
2025-12-02 15:35:00+00:00,1,1.161245,4188.5,4193.9,5.399999999999636,1.1815173940523738,4.218482605947262,354.96346235139646
2025-12-02 15:40:00+00:00,1,1.161065,4189.245,4193.175,3.930000000000291,1.1604294524507408,2.7695705475495505,357.733032898946
2025-12-02 15:45:00+00:00,1,1.16078,4185.755,4196.2,10.444999999999709,1.147295392026461,9.297704607973248,367.03073750691925
2025-12-02 15:55:00+00:00,1,1.160615,4169.56,4193.9185,24.358499999999367,1.2674192089942893,23.091080791005076,390.12181829792434
2025-12-02 16:00:00+00:00,1,1.16066,4170.155,4195.41,25.25500000000011,1.2544820961935579,24.00051790380655,414.1223362017309
2025-12-02 16:05:00+00:00,1,1.160435,4175.205,4196.44,21.234999999999673,1.1872515985024625,20.04774840149721,434.1700846032281
2025-12-02 19:00:00+00:00,1,1.1610649999999998,4195.41,4215.525,20.11499999999978,1.1128704613640887,19.002129538635693,453.1722141418638
2025-12-02 19:05:00+00:00,1,1.1613250000000002,4196.44,4218.73,22.289999999999964,1.0998714165100059,21.190128583489958,474.36234272535376
2025-12-02 19:10:00+00:00,1,1.161375,4197.09,4216.075,18.984999999999673,1.1037829637619119,17.88121703623776,492.24355976159154
2025-12-02 19:20:00+00:00,1,1.16159,4196.0835,4217.07,20.986499999999978,1.1635958880051593,19.82290411199482,512.0664638735864
2025-12-02 19:25:00+00:00,1,1.16152,4197.4,4216.985,19.585000000000036,1.0700865280874263,18.51491347191261,530.5813773454989
2025-12-02 19:35:00+00:00,1,1.16147,4195.5015,4215.2,19.698499999999513,1.0557295009331429,18.64277049906637,549.2241478445653
2025-12-02 19:40:00+00:00,1,1.16167,4195.09,4217.225,22.13500000000022,1.0595510274191886,21.07544897258103,570.2995968171464
2025-12-02 19:45:00+00:00,1,1.16157,4196.915,4218.53,21.61499999999978,1.075336541931297,20.539663458068485,590.8392602752149
2025-12-03 13:00:00+00:00,1,1.1665,4213.635,4216.015,2.380000000000109,1.1798544703287763,1.2001455296713328,592.0394058048862
2025-12-03 13:05:00+00:00,1,1.16684,4214.97,4216.29,1.319999999999709,1.143209258110425,0.176790741889284,592.2161965467754
2025-12-03 13:10:00+00:00,1,1.16683,4211.4215,4217.75,6.328499999999622,1.2001222745648277,5.1283777254347935,597.3445742722103
2025-12-03 13:15:00+00:00,1,1.16744,4220.87,4222.535,1.6649999999999636,1.4042944042379362,0.26070559576202745,597.6052798679723
2025-12-03 13:20:00+00:00,1,1.167465,4220.385,4221.795,1.4099999999998545,1.1253966437097744,0.28460335629008005,597.8898832242623
2025-12-03 13:25:00+00:00,1,1.16702,4220.473,4221.89,1.417000000000371,1.1824262137065715,0.23457378629379955,598.1244570105562
2025-12-03 13:50:00+00:00,-1,1.166825,4235.9715,4221.275,14.696500000000015,1.1343697185304633,13.562130281469551,611.6865872920257
2025-12-03 13:55:00+00:00,-1,1.16664,4237.335,4216.405,20.93000000000029,1.1664329647497278,19.763567035250563,631.4501543272763
2025-12-03 14:00:00+00:00,-1,1.1664,4233.445,4220.89,12.554999999999382,1.1705143743264759,11.384485625672905,642.8346399529493
2025-12-03 14:05:00+00:00,-1,1.16643,4223.66,4217.665,5.994999999999891,1.1562240891812965,4.838775910818594,647.6734158637679
2025-12-03 14:10:00+00:00,-1,1.166455,4226.89,4219.435,7.454999999999927,1.1591106464473797,6.295889353552548,653.9693052173204
2025-12-03 14:15:00+00:00,-1,1.1659700000000002,4221.85,4216.605,5.2450000000008,1.3296553400285867,3.915344659972214,657.8846498772926
2025-12-03 14:20:00+00:00,-1,1.16589,4224.73,4216.865,7.864999999999782,1.155225208818341,6.709774791181441,664.5944246684741
2025-12-03 14:25:00+00:00,-1,1.165575,4224.78,4219.1085,5.671499999999469,1.177906986541894,4.493593013457575,669.0880176819317
2025-12-03 14:30:00+00:00,-1,1.166285,4239.325,4222.985,16.340000000000146,1.1381929216529607,15.201807078347185,684.2898247602789
2025-12-03 14:35:00+00:00,-1,1.166305,4234.455,4222.255,12.199999999999818,1.1664848353526818,11.033515164647136,695.323339924926
2025-12-03 14:40:00+00:00,-1,1.16611,4227.0065,4220.78,6.226500000000669,1.2314198613593224,4.995080138641347,700.3184200635674
2025-12-03 14:45:00+00:00,-1,1.166265,4218.42,4216.635,1.7849999999998545,1.2211924532902665,0.563807546709588,700.8822276102769
2025-12-03 15:35:00+00:00,-1,1.16589,4225.94,4213.665,12.274999999999636,1.1235727655434558,11.15142723445618,712.0336548447331
2025-12-03 15:40:00+00:00,-1,1.16566,4227.5,4212.635,14.864999999999782,1.115359248826309,13.749640751173473,725.7832955959066
2025-12-03 15:45:00+00:00,-1,1.16579,4226.32,4213.465,12.854999999999563,1.134553628942284,11.72044637105728,737.5037419669638
2025-12-03 15:50:00+00:00,-1,1.16607,4221.275,4211.74,9.534999999999854,1.1888177100088013,8.346182289991052,745.8499242569549
2025-12-03 17:35:00+00:00,1,1.1666,4213.665,4210.105,-3.5600000000004,1.1256983959882603,-4.685698395988661,741.1642258609662
2025-12-03 17:50:00+00:00,1,1.16684,4211.74,4206.77,-4.969999999999345,1.1045290755752784,-6.074529075574624,735.0896967853915
