time,direction,leader_close,xau_entry,xau_exit,gross,spread_cost,pnl,equity
2026-05-25 07:15:00+00:00,-1,159.022,4555.47,4566.615,-11.144999999999527,1.1933034427541915,-12.338303442753718,-12.338303442753718
2026-05-25 07:20:00+00:00,-1,159.0255,4555.675,4567.285,-11.609999999999673,1.2319353135313529,-12.841935313531025,-25.180238756284744
2026-05-25 07:25:00+00:00,-1,159.027,4554.43,4567.6715,-13.241500000000087,1.2240409416581344,-14.465540941658222,-39.64577969794297
2026-05-25 07:30:00+00:00,-1,159.0065,4559.13,4569.085,-9.954999999999927,1.2000141509434317,-11.155014150943359,-50.80079384888633
2026-05-25 07:35:00+00:00,-1,158.997,4558.8415,4571.125,-12.283499999999549,1.1608628495339173,-13.444362849533466,-64.24515669841979
2026-05-26 06:30:00+00:00,-1,159.067,4530.865,4524.639999999999,6.225000000000364,1.0677716171617215,5.1572283828386425,-59.08792831558115
2026-05-26 06:35:00+00:00,-1,159.08100000000002,4531.825,4523.504999999999,8.320000000000618,1.0460551236749205,7.273944876325698,-51.81398343925545
2026-05-26 06:40:00+00:00,-1,159.1005,4533.950000000001,4520.655000000001,13.295000000000073,1.0148666100254804,12.280133389974592,-39.53385004928086
2026-05-26 06:45:00+00:00,-1,159.07999999999998,4529.76,4524.895,4.864999999999782,1.0935327245053341,3.7714672754944476,-35.76238277378641
2026-05-26 06:55:00+00:00,-1,159.0965,4531.075,4524.93,6.144999999999527,0.8652742123686844,5.279725787630842,-30.482656986155572
2026-05-26 07:00:00+00:00,-1,159.151,4531.7035,4518.145,13.558499999999185,0.9857041763340864,12.572795823665098,-17.909861162490472
2026-05-26 07:05:00+00:00,-1,159.1785,4527.715,4516.75,10.965000000000146,1.0083962165002718,9.956603783499874,-7.953257378990598
2026-05-26 07:10:00+00:00,-1,159.152,4528.639999999999,4513.305,15.334999999999127,0.887653136531417,14.44734686346771,6.4940894844771115
2026-05-26 07:15:00+00:00,-1,159.1605,4526.93,4519.12,7.8100000000004,0.9337200435730092,6.876279956427391,13.370369440904502
