time,direction,xau_entry,xau_exit,gross,spread_cost,pnl,equity
2026-05-26 05:45:00+00:00,-1,4527.975,4529.76,-1.7849999999998545,1.0385324825986038,-2.8235324825984582,-2.8235324825984582
2026-05-26 08:40:00+00:00,1,4525.6385,4513.305,-12.33349999999973,1.101748633879756,-13.435248633879487,-16.258781116477945
2026-05-26 10:50:00+00:00,-1,4534.805,4511.6985,23.10649999999987,1.1419541021227597,21.96454589787711,5.705764781399164
2026-05-26 13:55:00+00:00,1,4514.445,4515.4435,0.9985000000006039,1.147461333333328,-0.148961333332724,5.55680344806644
2026-05-26 14:55:00+00:00,1,4515.4435,4506.55,-8.893500000000131,1.1066248131539527,-10.000124813154084,-4.443321365087644
2026-05-27 01:05:00+00:00,-1,4516.81,4503.53,13.280000000000655,1.4839599757428894,11.796040024257765,7.3527186591701215
2026-05-27 02:50:00+00:00,-1,4503.87,4502.32,1.550000000000182,1.5180317460317623,0.031968253968419624,7.384686913138541
2026-05-27 03:50:00+00:00,-1,4502.32,4512.280000000001,-9.960000000000946,1.4885147826087284,-11.448514782609674,-4.063827869471133
2026-05-27 07:10:00+00:00,-1,4480.365,4486.48,-6.114999999999782,1.1887419354838862,-7.303741935483668,-11.367569804954801
2026-05-27 08:25:00+00:00,-1,4489.225,4490.115,-0.8899999999994179,1.0965167224080292,-1.9865167224074471,-13.354086527362249
2026-05-27 09:55:00+00:00,-1,4490.215,4445.955,44.26000000000022,0.9933769559032912,43.266623044096924,29.912536516734676
2026-05-27 12:30:00+00:00,-1,4447.4265,4423.9015,23.524999999999636,1.1662630522087976,22.358736947790838,52.271273464525514
2026-05-27 14:55:00+00:00,1,4434.094999999999,4436.625,2.530000000000655,1.102231812577087,1.427768187423568,53.69904165194908
2026-05-27 20:30:00+00:00,1,4454.629999999999,4457.395,2.765000000001237,1.069656565656713,1.695343434344524,55.3943850862936
2026-05-27 23:50:00+00:00,1,4446.25,4451.74,5.489999999999782,1.4878061116965322,4.00219388830325,59.39657897459685
2026-05-28 00:50:00+00:00,1,4451.74,4409.2615000000005,-42.47849999999926,1.7826293706294563,-44.261129370628716,15.135449603968134
2026-05-28 03:15:00+00:00,1,4384.6485,4369.275,-15.373500000000604,1.7848459633481675,-17.158345963348772,-2.0228963593806384
2026-05-28 04:15:00+00:00,1,4369.275,4374.495,5.220000000000255,1.8229230769230709,3.397076923077184,1.3741805636965454
2026-05-28 06:40:00+00:00,-1,4380.5335,4389.505,-8.97150000000056,1.651108129439644,-10.622608129440204,-9.248427565743658
2026-05-28 09:50:00+00:00,-1,4394.635,4382.345,12.289999999999964,1.3646739926740261,10.925326007325937,1.6768984415822796
2026-05-28 11:50:00+00:00,1,4383.8885,4420.59,36.701500000000124,1.2963875802997578,35.405112419700366,37.08201086128265
2026-05-28 14:15:00+00:00,-1,4464.9085,4472.5965,-7.688000000000102,1.8648343343343308,-9.552834334334433,27.529176526948213
2026-05-28 23:05:00+00:00,-1,4494.4315,4494.835,-0.40350000000034925,2.078002702702552,-2.481502702702901,25.04767382424531
2026-05-29 08:15:00+00:00,1,4513.2665,4528.025,14.758499999999913,1.141384335154835,13.617115664845077,38.66478948909039
2026-05-29 09:40:00+00:00,-1,4532.46,4538.08,-5.619999999999891,1.1053598971722403,-6.725359897172131,31.939429591918255
2026-05-29 10:40:00+00:00,-1,4538.08,4531.16,6.920000000000073,1.1186146682188776,5.801385331781195,37.74081492369945
2026-05-29 16:40:00+00:00,-1,4569.595,4554.135,15.460000000000036,1.8552303448276155,13.60476965517242,51.34558457887187
2026-05-29 19:45:00+00:00,1,4548.66,4541.969999999999,-6.690000000000509,1.929292993630558,-8.619292993631067,42.7262915852408
2026-06-01 06:45:00+00:00,1,4504.700000000001,4494.6385,-10.061500000000706,1.2602015355086436,-11.32170153550935,31.404590049731453
2026-06-01 07:45:00+00:00,1,4494.6385,4501.360000000001,6.72150000000056,1.2534437781109276,5.468056221889633,36.872646271621086
