entry_time,exit_time,direction,leader_close,xau_entry,xau_exit,gross,spread_cost,pnl,equity
2026-03-24 14:55:00+00:00,2026-03-24 15:40:00,-1,653.9400024414062,4416.225,4424.6535,-8.428499999999985,2.404089934826457,-10.832589934826443,-10.832589934826443
2026-03-24 15:00:00+00:00,2026-03-24 15:45:00,-1,654.9249877929688,4411.6435,4429.4285,-17.784999999999854,2.331635562014263,-20.116635562014118,-30.949225496840562
2026-03-24 15:05:00+00:00,2026-03-24 15:50:00,-1,654.9199829101562,4402.8835,4419.0465,-16.163000000000466,1.9924008695920286,-18.155400869592494,-49.10462636643305
2026-03-24 15:10:00+00:00,2026-03-24 15:55:00,-1,655.25,4411.4265,4411.68,-0.25350000000071304,2.279017643896899,-2.532517643897612,-51.637144010330665
2026-03-24 15:15:00+00:00,2026-03-24 17:00:00,-1,655.7000122070312,4408.9415,4408.72,0.22149999999965075,2.1730876900879883,-1.9515876900883375,-53.588731700419004
2026-03-24 15:20:00+00:00,2026-03-24 17:05:00,-1,656.3800048828125,4414.1465,4392.04,22.10649999999987,2.12496285309595,19.981537146903918,-33.607194553515086
2026-03-24 15:25:00+00:00,2026-03-24 17:10:00,-1,656.0399780273438,4412.91,4397.6215,15.288499999999658,2.0197315104126767,13.268768489586982,-20.338426063928104
2026-03-24 15:30:00+00:00,2026-03-24 17:15:00,-1,655.739990234375,4416.5935,4399.99,16.603500000000167,2.102140744327264,14.501359255672902,-5.8370668082552015
2026-03-24 15:35:00+00:00,2026-03-24 17:20:00,-1,656.27001953125,4423.4785,4401.35,22.128499999999804,2.0294315874339484,20.099068412565856,14.262001604310655
2026-03-24 15:40:00+00:00,2026-03-24 17:25:00,-1,656.239990234375,4424.6535,4400.1065,24.54700000000048,1.8558070979363421,22.691192902064138,36.95319450637479
2026-03-24 15:45:00+00:00,2026-03-24 17:30:00,-1,656.5599975585938,4429.4285,4383.2635,46.164999999999964,2.3489689201650235,43.81603107983494,80.76922558620973
2026-03-24 15:50:00+00:00,2026-03-24 17:35:00,-1,656.4400024414062,4419.0465,4382.88,36.16650000000027,2.313251216731946,33.85324878326832,114.62247436947806
2026-03-24 17:00:00+00:00,2026-03-24 17:45:00,1,653.5900268554688,4408.72,4384.95,-23.770000000000437,1.9318949583936722,-25.70189495839411,88.92057941108395
2026-03-24 17:05:00+00:00,2026-03-24 17:50:00,1,653.02001953125,4392.04,4385.4,-6.640000000000327,2.18941330782092,-8.829413307821248,80.09116610326271
2026-03-24 17:10:00+00:00,2026-03-24 17:55:00,1,652.9400024414062,4397.6215,4388.735,-8.886500000000524,1.5990145351598293,-10.485514535160354,69.60565156810236
