model,leader,entry_time,exit_time,direction,xau_entry,xau_exit,gross_per_oz,cost_per_oz,ounces,notional,pnl,pnl_per_dollar,desired_notional,equity
EEM_60m_divergence_follow_w12_q0.65_all_h6_cost2.0,EEM,2023-07-31 22:00:00+00:00,2023-08-03 22:00:00,1,1965.645,1935.5815,-30.063499999999976,0.7723664429125302,254.36943089927226,500000.0,-7843.701798369622,-0.015687403596739244,500000.0,-65747.35271445755
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2023-07-31 23:00:00+00:00,2023-08-03 22:00:00,1,1963.995,1935.5815,-28.413499999999885,0.7093518934001967,254.58313284911623,500000.0,-7414.1868725226095,-0.014828373745045219,500000.0,-73161.53958698016
GDX_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,GDX,2023-07-31 22:00:00+00:00,2023-08-04 09:00:00,1,1965.645,1933.5465,-32.09850000000006,0.7723664429125302,254.36943089927226,500000.0,-8361.34359024966,-0.01672268718049932,500000.0,-81522.88317722981
EEM_60m_divergence_follow_w12_q0.65_all_h6_cost2.0,EEM,2023-08-03 10:00:00+00:00,2023-08-04 11:00:00,-1,1934.4705,1932.34,2.1304999999999836,0.619231302006986,258.4686610625492,500000.0,390.61559687599214,0.0007812311937519843,500000.0,-81132.26758035383
EWJ_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,EWJ,2023-08-03 10:00:00+00:00,2023-08-04 13:00:00,-1,1934.4705,1943.53,-9.059500000000071,0.619231302006986,258.4686610625492,500000.0,-2501.648720413947,-0.0050032974408278945,500000.0,-83633.91630076777
EWJ_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,EWJ,2023-08-03 11:00:00+00:00,2023-08-07 08:00:00,-1,1935.1435,1936.25,-1.1065000000000964,0.6274407803266792,258.3787713934393,500000.0,-448.01348848981377,-0.0008960269769796275,500000.0,-84081.92978925759
GDX_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,GDX,2023-08-07 08:00:00+00:00,2023-08-08 13:00:00,-1,1936.25,1926.445,9.805000000000064,0.6333173119481249,258.23111684958036,500000.0,2368.413863925614,0.004736827727851228,500000.0,-81713.51592533197
GDX_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,GDX,2023-08-07 11:00:00+00:00,2023-08-08 22:00:00,-1,1936.26,1925.0885,11.171499999999924,0.5954861198220802,258.229783190274,500000.0,2731.0417712956532,0.0054620835425913065,500000.0,-78982.47415403632
FXI_60m_divergence_follow_w6_q0.55_all_h8_cost2.0,FXI,2023-08-08 10:00:00+00:00,2023-08-09 23:00:00,-1,1930.7665,1916.72,14.046499999999924,0.6256257863020109,258.96450969084043,500000.0,3475.5301103727234,0.0069510602207454465,500000.0,-75506.94404366359
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2023-08-09 10:00:00+00:00,2023-08-10 12:00:00,1,1925.2985,1926.3,1.0014999999998508,0.6135700620689498,259.6999893782704,500000.0,100.74540076016811,0.0002014908015203362,500000.0,-75406.19864290343
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2023-08-09 20:00:00+00:00,2023-08-10 13:00:00,1,1914.3135,1922.84,8.526499999999942,0.7417436685926012,261.19023869392345,500000.0,2033.302364374315,0.00406660472874863,500000.0,-73372.89627852911
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2023-08-09 23:00:00+00:00,2023-08-10 20:00:00,1,1916.72,1912.175,-4.545000000000073,0.7124424112081708,260.8623064401686,500000.0,-1371.4685533641439,-0.0027429371067282876,500000.0,-74744.36483189325
FXI_60m_divergence_follow_w6_q0.55_all_h8_cost2.0,FXI,2023-08-09 23:00:00+00:00,2023-08-11 08:00:00,1,1916.72,1919.0735,2.35349999999994,0.7124424112081708,260.8623064401686,500000.0,428.0900676133627,0.0008561801352267254,500000.0,-74316.2747642799
GDX_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,GDX,2023-08-10 10:00:00+00:00,2023-08-11 11:00:00,1,1921.8135,1919.0195,-2.793999999999869,0.6347257287920766,260.17092709568334,500000.0,-892.054751616623,-0.001784109503233246,500000.0,-75208.32951589652
FXI_60m_divergence_follow_w6_q0.55_all_h8_cost2.0,FXI,2023-08-11 20:00:00+00:00,2023-08-15 12:00:00,-1,1913.8,1903.4915,10.308499999999867,0.7871033542083642,261.2603197826314,500000.0,2487.5631324567626,0.004975126264913525,500000.0,-72720.76638343975
FXI_60m_divergence_follow_w6_q0.55_all_h8_cost2.0,FXI,2023-08-14 08:00:00+00:00,2023-08-15 13:00:00,-1,1914.3,1903.845,10.454999999999927,0.6061544625595293,261.1920806561145,500000.0,2572.440457984746,0.005144880915969492,500000.0,-70148.325925455
GDX_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,GDX,2023-08-14 12:00:00+00:00,2023-08-15 23:00:00,1,1910.4,1901.49,-8.910000000000082,0.6380117445423246,261.7252931323283,500000.0,-2498.956172671275,-0.00499791234534255,500000.0,-72647.28209812628
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2023-08-15 12:00:00+00:00,2023-08-16 10:00:00,1,1903.4915,1906.12,2.6284999999998035,0.655977163018747,262.67519450441466,500000.0,518.1328198683988,0.0010362656397367976,500000.0,-72129.14927825787
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2023-08-15 13:00:00+00:00,2023-08-16 11:00:00,1,1903.845,1903.18,-0.6649999999999636,0.6476454537538777,262.626421793791,500000.0,-344.73537860325854,-0.0006894707572065171,500000.0,-72473.88465686113
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2023-08-15 12:00:00+00:00,2023-08-16 12:00:00,1,1903.4915,1900.825,-2.666500000000042,0.655977163018747,262.67519450441466,500000.0,-872.7323350324361,-0.0017454646700648723,500000.0,-73346.61699189356
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2023-08-15 20:00:00+00:00,2023-08-16 12:00:00,1,1901.85,1900.825,-1.0249999999998636,0.7410893912041133,262.90191129689515,500000.0,-464.30827646869545,-0.0009286165529373909,500000.0,-73810.92526836226
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2023-08-15 13:00:00+00:00,2023-08-16 13:00:00,1,1903.845,1904.2295,0.38449999999988904,0.6476454537538777,262.626421793791,500000.0,-69.10894893071355,-0.0001382178978614271,500000.0,-73880.03421729298
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2023-08-15 20:00:00+00:00,2023-08-16 22:00:00,1,1901.85,1894.4135,-7.436499999999796,0.7410893912041133,262.90191129689515,500000.0,-2149.903880748721,-0.004299807761497442,500000.0,-76029.9380980417
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2023-08-15 23:00:00+00:00,2023-08-16 22:00:00,1,1901.49,1894.4135,-7.076499999999896,0.67249000734186,262.9516852573508,500000.0,-2037.6099814728861,-0.004075219962945772,500000.0,-78067.54807951458
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2023-08-15 23:00:00+00:00,2023-08-17 09:00:00,1,1901.49,1895.3285,-6.161499999999933,0.67249000734186,262.9516852573508,500000.0,-1797.0091894624197,-0.0035940183789248395,500000.0,-79864.557268977
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2023-08-16 09:00:00+00:00,2023-08-17 10:00:00,1,1906.09,1898.025,-8.064999999999827,0.6165285977160505,262.31709940244167,500000.0,-2277.3134001321755,-0.004554626800264351,500000.0,-82141.87066910918
GDX_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,GDX,2023-08-16 10:00:00+00:00,2023-08-17 11:00:00,-1,1906.12,1898.885,7.2349999999999,0.5945409186090019,262.31297085178267,500000.0,1741.8785494593465,0.0034837570989186928,500000.0,-80399.99211964983
EFA_60m_volz_follow_w6_q0.75_all_h8_cost2.0,EFA,2023-08-15 12:00:00+00:00,2023-08-17 11:00:00,-1,1903.4915,1898.885,4.606500000000096,0.655977163018747,262.67519450441466,500000.0,1037.704354598208,0.002075408709196416,500000.0,-79362.28776505163
FXI_60m_divergence_follow_w6_q0.55_all_h8_cost2.0,FXI,2023-08-16 11:00:00+00:00,2023-08-17 12:00:00,-1,1903.18,1899.5935,3.5865000000001146,0.6041678434957657,262.71818745468113,500000.0,783.5128985446329,0.0015670257970892658,500000.0,-78578.774866507
GDX_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,GDX,2023-08-16 12:00:00+00:00,2023-08-17 13:00:00,-1,1900.825,1896.02,4.805000000000064,0.65601640601779,263.0436784027988,500000.0,1091.3639061939614,0.0021827278123879227,500000.0,-77487.41096031303
FXI_60m_divergence_follow_w6_q0.55_all_h8_cost2.0,FXI,2023-08-16 12:00:00+00:00,2023-08-17 13:00:00,-1,1900.825,1896.02,4.805000000000064,0.65601640601779,263.0436784027988,500000.0,1091.3639061939614,0.0021827278123879227,500000.0,-76396.04705411907
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2023-08-16 22:00:00+00:00,2023-08-17 13:00:00,-1,1894.4135,1896.02,-1.606499999999869,0.7495329241117852,263.93392994718414,500000.0,-621.8370287457448,-0.0012436740574914896,500000.0,-77017.88408286482
GDX_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,GDX,2023-08-16 13:00:00+00:00,2023-08-17 22:00:00,-1,1904.2295,1889.9465,14.282999999999902,0.6565107157158515,262.57339254538385,500000.0,3577.953519857783,0.0071559070397155655,500000.0,-73439.93056300704
