time,bucket_ms,open,high,low,close,spread,ticks,ask_vol,bid_vol,first_tick_ms,last_tick_ms
2026-01-01 22:00:00+00:00,1767304800000,156.727,156.727,156.727,156.727,0.4519999999999982,1,1.2000000476837158,1.2000000476837158,1767305041134,1767305041134
2026-01-01 22:05:00+00:00,1767305100000,156.712,156.727,156.712,156.72699999999998,0.3370000000000033,4,1.1249999701976776,1.054999977350235,1767305100072,1767305341012
2026-01-01 22:10:00+00:00,1767305400000,156.7265,156.7455,156.725,156.727,0.3670000000000029,9,1.0233333044581943,0.749999980131785,1767305405020,1767305620558
2026-01-01 22:15:00+00:00,1767305700000,156.7265,156.727,156.7265,156.72699999999998,0.376090909090904,11,0.8999999761581421,0.8999999761581421,1767305711953,1767305976092
2026-01-01 22:20:00+00:00,1767306000000,156.7265,156.727,156.7265,156.727,0.39399999999999835,4,0.9749999940395355,0.9749999940395355,1767306016716,1767306269737
2026-01-01 22:25:00+00:00,1767306300000,156.724,156.755,156.724,156.755,0.3934285714285681,14,0.8014286032744816,0.972857158098902,1767306335696,1767306597038
2026-01-01 22:30:00+00:00,1767306600000,156.7335,156.7505,156.6805,156.704,0.22777419354838227,62,0.11999999731779099,0.988064545176683,1767306623039,1767306894405
2026-01-01 22:35:00+00:00,1767306900000,156.699,156.713,156.67849999999999,156.6945,0.22986592178769782,179,0.11999999731779099,1.1195530944696352,1767306900233,1767307199504
2026-01-01 22:40:00+00:00,1767307200000,156.71050000000002,156.767,156.686,156.716,0.23343137254901183,51,0.3329411680791892,1.094117655473597,1767307200361,1767307443456
2026-01-01 22:45:00+00:00,1767307500000,156.75799999999998,156.75799999999998,156.70850000000002,156.727,0.19144047619047808,84,0.1496428538646017,1.0978571630659557,1767307503584,1767307798934
2026-01-01 22:50:00+00:00,1767307800000,156.7235,156.77749999999997,156.7235,156.775,0.1949512195121912,82,0.629634152734425,0.9863414608123826,1767307800993,1767308098688
2026-01-01 22:55:00+00:00,1767308100000,156.7745,156.79250000000002,156.77100000000002,156.7865,0.249212121212114,33,1.1090909351002087,0.9399999940034115,1767308101269,1767308393836
2026-01-01 23:00:00+00:00,1767308400000,156.798,156.82600000000002,156.6975,156.7845,0.042921182266008565,203,1.6374877218542427,1.5023645453265149,1767308400125,1767308698291
2026-01-01 23:05:00+00:00,1767308700000,156.78500000000003,156.8395,156.78500000000003,156.825,0.017980000000000586,100,1.6765000128746033,1.9486000108718873,1767308703631,1767308998573
2026-01-01 23:10:00+00:00,1767309000000,156.825,156.8865,156.81,156.85000000000002,0.012097222222222155,144,1.3510417093833287,1.5244444749421544,1767309000093,1767309285768
2026-01-01 23:15:00+00:00,1767309300000,156.85000000000002,156.8705,156.8305,156.8555,0.012291338582678564,127,1.278897682512839,1.476614199285432,1767309302323,1767309595390
2026-01-01 23:20:00+00:00,1767309600000,156.8545,156.8555,156.82850000000002,156.82999999999998,0.012080000000001406,150,1.278466707865397,1.9162666742006937,1767309601091,1767309896426
2026-01-01 23:25:00+00:00,1767309900000,156.82999999999998,156.858,156.8275,156.8425,0.010638554216873066,83,1.3849397840270077,1.760240964142673,1767309901415,1767310199362
2026-01-01 23:30:00+00:00,1767310200000,156.8435,156.84449999999998,156.779,156.781,0.009773722627741987,137,1.3656204721353349,1.8237226444439296,1767310201661,1767310484186
2026-01-01 23:35:00+00:00,1767310500000,156.78199999999998,156.81799999999998,156.76850000000002,156.81799999999998,0.009464285714286445,140,1.3277857584612711,1.6839285961219244,1767310500010,1767310799941
2026-01-01 23:40:00+00:00,1767310800000,156.817,156.83,156.78,156.79149999999998,0.00964880952380738,168,1.378333371310007,2.1054166817948934,1767310800659,1767311097556
2026-01-01 23:45:00+00:00,1767311100000,156.79149999999998,156.83249999999998,156.77499999999998,156.79,0.009596938775508755,196,1.582704095207915,2.01852042030315,1767311100348,1767311395483
2026-01-01 23:50:00+00:00,1767311400000,156.79,156.79,156.751,156.767,0.008484848484846581,132,1.4828030494126407,1.8928788024367709,1767311400108,1767311699577
2026-01-01 23:55:00+00:00,1767311700000,156.7685,156.77100000000002,156.72199999999998,156.724,0.004153846153842876,91,1.4934066127944778,1.4740659601085788,1767311702900,1767311998450
2026-01-02 00:00:00+00:00,1767312000000,156.723,156.768,156.723,156.745,0.004394285714286883,175,1.569485730443682,1.4549143103190831,1767312000121,1767312295603
2026-01-02 00:05:00+00:00,1767312300000,156.747,156.75799999999998,156.6685,156.671,0.004125827814572861,151,1.583841087012891,1.3986755301620786,1767312300115,1767312597172
2026-01-02 00:10:00+00:00,1767312600000,156.67000000000002,156.708,156.64600000000002,156.7,0.004162499999999447,160,1.726249995082617,1.3291875399649142,1767312600656,1767312896208
2026-01-02 00:15:00+00:00,1767312900000,156.7,156.73700000000002,156.7,156.732,0.004088709677419166,124,1.6638709585512839,1.3580645534300035,1767312906463,1767313198102
2026-01-02 00:20:00+00:00,1767313200000,156.733,156.753,156.72500000000002,156.7265,0.003941176470589119,187,1.8695721766527962,1.333155115657949,1767313202063,1767313498554
2026-01-02 00:25:00+00:00,1767313500000,156.726,156.748,156.724,156.736,0.004126126126125344,111,1.7568468456869726,1.3554955334276766,1767313500077,1767313777917
2026-01-02 00:30:00+00:00,1767313800000,156.735,156.735,156.695,156.699,0.0039789473684215025,95,1.4692631771689968,1.3464210874155949,1767313800517,1767314092426
