time,bucket_ms,open,high,low,close,spread,ticks,ask_vol,bid_vol,first_tick_ms,last_tick_ms
2026-01-01 22:00:00+00:00,1767304800000,1.174595,1.174725,1.174595,1.174725,0.0013100000000000334,2,0.8999999761581421,2.699999988079071,1767305041135,1767305077436
2026-01-01 22:05:00+00:00,1767305100000,1.174655,1.174925,1.174655,1.1747999999999998,0.0006782352941176494,17,1.6305882089278276,1.207058822407442,1767305100073,1767305398985
2026-01-01 22:10:00+00:00,1767305400000,1.174795,1.1750150000000001,1.17479,1.174985,0.0003183371824480107,433,1.5252193719079807,1.194318679959339,1767305404421,1767305693599
2026-01-01 22:15:00+00:00,1767305700000,1.1749800000000001,1.1749999999999998,1.1749450000000001,1.174965,0.0003256666666666818,420,0.6398571279786882,0.9214285475867136,1767305700641,1767305967775
2026-01-01 22:20:00+00:00,1767306000000,1.17497,1.17497,1.1749,1.174915,0.0004254819277108753,498,1.4421686522931938,1.1895180519326145,1767306016717,1767306298897
2026-01-01 22:25:00+00:00,1767306300000,1.1749,1.174915,1.17482,1.17487,0.0006299999999999944,31,3.042580639162371,3.2080644888262593,1767306300126,1767306599065
2026-01-01 22:30:00+00:00,1767306600000,1.17486,1.174915,1.174855,1.174915,0.0006245454545454685,11,3.5754545385187324,3.5999999913302334,1767306621110,1767306852911
2026-01-01 22:35:00+00:00,1767306900000,1.1749049999999999,1.17492,1.174865,1.174915,0.0005661538461538657,13,2.935384603647085,2.699999992664044,1767306910837,1767307193476
2026-01-01 22:40:00+00:00,1767307200000,1.1749100000000001,1.17493,1.17484,1.174865,0.00042632653061224645,49,0.9936734486599358,1.4895917992202603,1767307225465,1767307493549
2026-01-01 22:45:00+00:00,1767307500000,1.17487,1.17488,1.174845,1.1748750000000001,0.00042794871794870324,39,1.5369230508804321,1.3153845988787138,1767307527778,1767307799078
2026-01-01 22:50:00+00:00,1767307800000,1.1748699999999999,1.1749749999999999,1.17465,1.1747200000000002,0.00033752136752136016,117,1.2415384492303572,1.4846153661736057,1767307801442,1767308099979
2026-01-01 22:55:00+00:00,1767308100000,1.174735,1.1749,1.174685,1.174835,0.00023831460674160243,89,0.5738202313358864,2.6706741435474224,1767308100538,1767308390589
2026-01-01 23:00:00+00:00,1767308400000,1.17483,1.174905,1.1747049999999999,1.17477,0.0001998816568047385,169,1.2182840052441026,1.243491107190149,1767308400052,1767308688102
2026-01-01 23:05:00+00:00,1767308700000,1.174795,1.17486,1.1747200000000002,1.174825,8.833333333332916e-05,96,1.259999992325902,1.4156249929219484,1767308706729,1767308998517
2026-01-01 23:10:00+00:00,1767309000000,1.17484,1.17485,1.174595,1.1746699999999999,8.395833333331437e-05,96,1.9777083278944094,1.8960416459788878,1767309000287,1767309280781
2026-01-01 23:15:00+00:00,1767309300000,1.17465,1.174775,1.174625,1.1747649999999998,6.826530612246344e-05,98,2.1286734737912,1.7540816135552464,1767309308754,1767309592924
2026-01-01 23:20:00+00:00,1767309600000,1.17476,1.1748850000000002,1.17476,1.1748750000000001,6.962962962960606e-05,81,1.985678998776424,1.449999972626015,1767309601100,1767309894327
2026-01-01 23:25:00+00:00,1767309900000,1.1748699999999999,1.174935,1.17471,1.174715,6.707692307689451e-05,65,1.0646153615071223,2.346923067019536,1767309918643,1767310184794
2026-01-01 23:30:00+00:00,1767310200000,1.174725,1.174885,1.174665,1.17488,5.6575342465743846e-05,73,0.8045205547385019,2.126712305088566,1767310212992,1767310490991
2026-01-01 23:35:00+00:00,1767310500000,1.17489,1.174965,1.1748349999999999,1.17487,5.3846153846182077e-05,39,0.9038461492611811,1.292307673356472,1767310515668,1767310795657
2026-01-01 23:40:00+00:00,1767310800000,1.174865,1.174965,1.174865,1.174965,5.647058823528528e-05,51,0.9023529408024806,1.0676470340466966,1767310803611,1767311073731
2026-01-01 23:45:00+00:00,1767311100000,1.17497,1.17502,1.174865,1.1748699999999999,5.178571428570462e-05,56,0.9996428500328746,1.255178565026394,1767311103577,1767311389289
2026-01-01 23:50:00+00:00,1767311400000,1.1748750000000001,1.174985,1.174865,1.174985,5.355932203389165e-05,59,0.9803389775550971,1.4125423522318823,1767311420995,1767311697379
2026-01-01 23:55:00+00:00,1767311700000,1.1749749999999999,1.17509,1.174955,1.17509,3.620689655170101e-05,29,1.6393103229588475,1.2765517026699822,1767311724634,1767311998514
2026-01-02 00:00:00+00:00,1767312000000,1.1751,1.175125,1.1750099999999999,1.175075,3.66666666666725e-05,72,0.9868055408199629,1.336249979833762,1767312001934,1767312297263
2026-01-02 00:05:00+00:00,1767312300000,1.17506,1.175305,1.175,1.17529,3.392156862745987e-05,51,1.370588220802008,1.1076470388501298,1767312312122,1767312591817
2026-01-02 00:10:00+00:00,1767312600000,1.1753,1.1753399999999998,1.1752449999999999,1.1752799999999999,3.2708333333344074e-05,48,1.2504166501263778,1.5935416581730049,1767312604573,1767312896330
2026-01-02 00:15:00+00:00,1767312900000,1.175275,1.175275,1.17517,1.17523,3.166666666666794e-05,42,1.0480952206112089,1.2909523567983083,1767312900014,1767313199529
2026-01-02 00:20:00+00:00,1767313200000,1.17524,1.1752500000000001,1.1751399999999999,1.1752099999999999,3.0232558139526392e-05,43,1.3583720714546914,1.3341860299886659,1767313203018,1767313498021
2026-01-02 00:25:00+00:00,1767313500000,1.17517,1.175195,1.175145,1.1751800000000001,3.2692307692308364e-05,26,1.1826922841943228,1.3153845988787138,1767313504049,1767313794145
2026-01-02 00:30:00+00:00,1767313800000,1.1752,1.17529,1.1751800000000001,1.1751800000000001,3.391304347828513e-05,46,1.301521725628687,1.3352173825968867,1767313803222,1767314086708
2026-01-02 00:35:00+00:00,1767314100000,1.175185,1.17529,1.175135,1.1751800000000001,3.300000000001635e-05,60,1.0458333243926365,1.6798333098491034,1767314141703,1767314398599
2026-01-02 00:40:00+00:00,1767314400000,1.1751900000000002,1.1752449999999999,1.1751200000000002,1.175235,3.378378378380107e-05,37,1.4499999768025167,1.349999977124704,1767314400326,1767314698272
2026-01-02 00:45:00+00:00,1767314700000,1.1752449999999999,1.1753900000000002,1.1752099999999999,1.175345,3.234567901233828e-05,81,1.1112345474553698,1.3944444281083566,1767314700512,1767314977884
2026-01-02 00:50:00+00:00,1767315000000,1.1753550000000001,1.1755149999999999,1.1753550000000001,1.1754799999999999,2.921874999999019e-05,64,1.2123437244445086,1.3885937361046672,1767315001160,1767315295160
2026-01-02 00:55:00+00:00,1767315300000,1.1754600000000002,1.1756449999999998,1.1754600000000002,1.1756199999999999,3.136986301367905e-05,73,1.1947945021603206,1.0361643671377065,1767315301831,1767315598854
2026-01-02 01:00:00+00:00,1767315600000,1.17563,1.1759050000000002,1.17563,1.175875,3.469135802469933e-05,162,1.2418518349252365,1.2972839298531598,1767315600073,1767315899107
2026-01-02 01:05:00+00:00,1767315900000,1.175865,1.176065,1.17576,1.1758350000000002,3.17218543046333e-05,151,1.2735761371472023,1.495629117928988,1767315902062,1767316194824
2026-01-02 01:10:00+00:00,1767316200000,1.1758199999999999,1.17584,1.17565,1.17569,3.455555555554262e-05,90,1.35722220076455,1.307444417476654,1767316200898,1767316496604
2026-01-02 01:15:00+00:00,1767316500000,1.1757149999999998,1.17588,1.1756799999999998,1.175865,4.097902097902392e-05,143,1.3708391397462025,1.3814685151397765,1767316500165,1767316796980
2026-01-02 01:20:00+00:00,1767316800000,1.1758549999999999,1.175935,1.1758199999999999,1.1759,4.35714285714206e-05,112,1.3503571205240275,1.5018749772571027,1767316805577,1767317097904
2026-01-02 01:25:00+00:00,1767317100000,1.1758899999999999,1.17603,1.17583,1.176025,3.385964912281069e-05,57,1.362806995709737,1.6005262907659799,1767317100252,1767317396146
2026-01-02 01:30:00+00:00,1767317400000,1.1760350000000002,1.17618,1.17585,1.175865,3.1199999999997153e-05,75,1.104933312733968,1.4535999869306881,1767317400428,1767317684449
2026-01-02 01:35:00+00:00,1767317700000,1.17588,1.175945,1.17583,1.1758700000000002,3.069444444443891e-05,72,1.1486110942852166,1.299999972184499,1767317702351,1767317987028
2026-01-02 01:40:00+00:00,1767318000000,1.1758799999999998,1.17604,1.1758700000000002,1.176015,3.161290322582016e-05,31,1.1222580459810072,1.6112903010460637,1767318002532,1767318299976
2026-01-02 01:45:00+00:00,1767318300000,1.1760350000000002,1.1761949999999999,1.17594,1.17618,3.160714285716356e-05,56,1.2455356919339724,1.3651785624346562,1767318300139,1767318595973
2026-01-02 01:50:00+00:00,1767318600000,1.17617,1.176275,1.1761,1.176135,3.094594594595364e-05,74,1.16135133923711,1.0625675521992348,1767318601325,1767318899165
2026-01-02 01:55:00+00:00,1767318900000,1.17612,1.1762000000000001,1.176085,1.1761,3.339285714283403e-05,56,1.2555356909121786,1.1024999840717231,1767318903062,1767319198824
2026-01-02 02:00:00+00:00,1767319200000,1.1760899999999999,1.1763,1.176015,1.1763,4.4615384615375145e-05,78,1.1034615236597183,1.5282051135332158,1767319205620,1767319476505
2026-01-02 02:05:00+00:00,1767319500000,1.1762899999999998,1.1763750000000002,1.17624,1.1763400000000002,2.813559322033137e-05,59,1.0150847303665291,1.031864386746439,1767319504334,1767319799824
2026-01-02 02:10:00+00:00,1767319800000,1.17633,1.176345,1.176255,1.176345,3.169811320754117e-05,53,1.11169810789936,1.3230188474902567,1767319820581,1767320097740
2026-01-02 02:15:00+00:00,1767320100000,1.176335,1.176345,1.17617,1.176205,3.1428571428587e-05,56,1.2648214144366128,1.2976785419242722,1767320123589,1767320394974
2026-01-02 02:20:00+00:00,1767320400000,1.1762000000000001,1.17622,1.176115,1.1761949999999999,5.000000000002339e-05,73,1.4173972296388182,1.8016438271901378,1767320402881,1767320692126
2026-01-02 02:25:00+00:00,1767320700000,1.176205,1.176215,1.1760899999999999,1.1761249999999999,3.2941176470582e-05,51,1.2280391873974426,1.385294093805201,1767320711432,1767320981447
2026-01-02 02:30:00+00:00,1767321000000,1.17611,1.17611,1.17597,1.17601,3.8082191780846316e-05,73,1.3436986044661638,1.3056164302238047,1767321000701,1767321286038
2026-01-02 02:35:00+00:00,1767321300000,1.1760199999999998,1.176025,1.17591,1.1759300000000001,3.062500000001097e-05,48,1.1233333175381024,1.5724999851857622,1767321300839,1767321599075
2026-01-02 02:40:00+00:00,1767321600000,1.17594,1.1760350000000002,1.1758600000000001,1.1760350000000002,4.494505494504438e-05,91,1.3075824073710285,1.5280219611230788,1767321615108,1767321870384
2026-01-02 02:45:00+00:00,1767321900000,1.175995,1.1760350000000002,1.17596,1.1759650000000001,3.361111111108459e-05,36,1.1252777559889688,1.1874999834431543,1767321900336,1767322185895
2026-01-02 02:50:00+00:00,1767322200000,1.17597,1.17598,1.17583,1.17584,3.295454545455444e-05,44,1.3129545274105938,1.5084090747616508,1767322208554,1767322477498
2026-01-02 02:55:00+00:00,1767322500000,1.1758449999999998,1.1759499999999998,1.175835,1.1759300000000001,3.1739130434763666e-05,46,1.1391304096449977,0.839347815869943,1767322502120,1767322797628
2026-01-02 03:00:00+00:00,1767322800000,1.1759499999999998,1.17622,1.1759499999999998,1.17618,2.7727272727282795e-05,44,1.132727245038206,0.7854545405981216,1767322807948,1767323044513
2026-01-02 03:05:00+00:00,1767323100000,1.176205,1.1762350000000001,1.1760700000000002,1.176185,3.681818181817743e-05,66,1.2365151291543788,1.3156060409365278,1767323106121,1767323394965
2026-01-02 03:10:00+00:00,1767323400000,1.17619,1.17619,1.17608,1.176175,3.351851851852429e-05,54,1.256481459847203,1.234999977880054,1767323406872,1767323697357
2026-01-02 03:15:00+00:00,1767323700000,1.17619,1.1762299999999999,1.1761249999999999,1.176225,4.3374999999992726e-05,80,1.1873749755322933,1.3222499846480786,1767323700348,1767323974614
2026-01-02 03:20:00+00:00,1767324000000,1.17622,1.176225,1.1761300000000001,1.17622,5.1774193548414704e-05,62,1.544999971985817,1.6456451572237476,1767324049520,1767324298994
