source_row_group,timestamp_cycle,mapping_score,mapping_low_confidence,mapping_ambiguity_margin,inside_yahoo_daily_range_fraction,matched_samples,start_utc,end_utc,local_best_cycle,local_best_score,second_best_cycle,second_best_score,timestamp_dukascopy_exact_verified,timestamp_dukascopy_cycle_corrected,dukascopy_exact_fingerprint_matches
131,313,0.0005757329426596797,False,0.0030185630031352123,0.5752508361204013,299,2012-09-18 12:59:46.254000+00:00,2012-09-26 00:35:28.247000+00:00,313,0.0005757329426596797,370,0.003594295945794892,False,False,0
132,314,0.0003193310786804835,False,0.006728333752252643,0.8566666666666667,300,2012-10-01 04:00:01.447000+00:00,2012-10-18 16:14:03.592000+00:00,314,0.0003193310786804835,378,0.0070476648309331265,False,False,0
133,314,0.0008403602822991943,False,0.002785265983155528,0.7658730158730159,252,2012-10-18 16:14:03.693000+00:00,2012-10-31 23:59:59.236000+00:00,314,0.0008403602822991943,370,0.003625626265454722,False,False,0
134,315,0.0043749420028752805,False,0.0023338584747226747,0.5482625482625483,259,2012-11-14 17:38:19.908000+00:00,2012-12-25 08:12:11.638000+00:00,315,0.0043749420028752805,370,0.006708800477597955,True,False,1
135,314,0.0006779050423286589,False,0.008877849828279097,0.68561872909699,299,2012-11-05 15:09:24.452000+00:00,2012-11-14 17:38:17.825000+00:00,314,0.0006779050423286589,307,0.009555754870607756,True,False,1
136,315,0.0003149799473521595,False,0.01268551139466811,0.97,300,2012-12-02 23:00:04.222000+00:00,2012-12-21 14:54:44.391000+00:00,315,0.0003149799473521595,316,0.013000491342020271,False,False,0
137,315,0.0003833661114205804,False,0.0023786022171217993,0.825503355704698,298,2012-12-21 14:54:44.449000+00:00,2012-12-31 21:59:59.123000+00:00,315,0.0003833661114205804,306,0.0027619683285423796,True,False,1
138,316,0.0007300789229561824,False,0.010095202598872324,0.839041095890411,292,2013-01-03 10:41:07.024000+00:00,2013-01-24 02:33:39.724000+00:00,316,0.0007300789229561824,310,0.010825281521828507,False,False,0
139,387,0.009482664702095545,False,0.005240415347961656,0.14,200,2022-09-23 12:51:38.670000+00:00,2022-10-22 14:01:50.508000+00:00,387,0.009482664702095545,315,0.014723080050057201,False,False,0
140,316,0.014119739630396594,True,0.001215982577969163,0.5865724381625441,283,2013-01-03 10:41:05.911000+00:00,2013-02-14 14:11:47.088000+00:00,316,0.014119739630396594,310,0.015335722208365756,False,False,0
141,316,0.0007552190978653713,False,0.011900645595367826,0.922509225092251,271,2013-02-14 14:11:47.966000+00:00,2013-02-22 03:43:52.823000+00:00,316,0.0007552190978653713,312,0.012655864693233198,True,False,1
142,317,0.0006402323475803466,False,0.0076803864427738905,0.7398648648648649,296,2013-03-01 02:00:00.698000+00:00,2013-03-27 05:24:39.375000+00:00,317,0.0006402323475803466,312,0.008320618790354237,True,False,1
143,317,0.0003294359244138336,False,0.005426592069724365,1.0,292,2013-03-27 05:24:39.805000+00:00,2013-03-31 23:59:59.094000+00:00,317,0.0003294359244138336,308,0.005756027994138199,False,False,0
144,318,0.0010970761308352792,False,0.017341539819836525,0.9225589225589226,297,2013-04-12 20:46:41.498000+00:00,2013-04-29 17:18:14.930000+00:00,318,0.0010970761308352792,301,0.018438615950671804,True,False,1
145,317,0.009907212501687088,False,0.0018903849801322533,0.82,300,2013-03-11 00:15:28.193000+00:00,2013-04-12 20:46:39.953000+00:00,317,0.009907212501687088,367,0.011797597481819341,False,False,0
146,318,0.0005422362821179115,False,0.015890164637112472,0.94,300,2013-05-01 00:00:00.445000+00:00,2013-05-17 09:36:20.960000+00:00,318,0.0005422362821179115,366,0.016432400919230383,True,False,1
147,318,0.0015241301566035455,False,0.006640789021256816,0.7118055555555556,288,2013-05-17 09:36:22.078000+00:00,2013-05-31 20:39:42.710000+00:00,318,0.0015241301566035455,300,0.008164919177860362,True,False,1
148,319,0.0005443326630114302,False,0.011451376718682429,0.9630872483221476,298,2013-06-02 23:10:44.647000+00:00,2013-06-20 13:09:16.667000+00:00,319,0.0005443326630114302,301,0.011995709381693859,False,False,0
149,319,0.0008247058630482595,False,0.013657161469043241,0.9290540540540541,296,2013-06-20 13:09:17.858000+00:00,2013-06-30 23:59:59.950000+00:00,319,0.0008247058630482595,341,0.0144818673320915,True,False,1
150,322,0.0066233485450638094,False,0.001074109293228309,0.3584905660377358,212,2013-10-29 09:05:35.151000+00:00,2013-12-07 20:08:40.953000+00:00,322,0.0066233485450638094,343,0.0076974578382921184,False,False,0
151,319,0.0006428252471510767,False,0.0022398779167347956,0.7080536912751678,298,2013-07-11 17:00:20.485000+00:00,2013-07-19 20:59:53.593000+00:00,319,0.0006428252471510767,361,0.0028827031638858722,False,False,0
152,320,0.0005343119144658784,False,0.006496374133382292,0.9665551839464883,299,2013-08-01 00:00:00.414000+00:00,2013-08-22 16:16:20.401000+00:00,320,0.0005343119144658784,299,0.007030686047848171,True,False,1
153,320,0.00043405774598487376,False,0.004870880319913155,0.8888888888888888,297,2013-08-22 16:16:20.461000+00:00,2013-08-30 20:59:59.418000+00:00,320,0.00043405774598487376,363,0.005304938065898029,False,False,0
154,321,0.001149045861344739,False,0.01224212374206534,0.7818791946308725,298,2013-09-09 00:00:00.188000+00:00,2013-09-27 12:44:57.102000+00:00,321,0.001149045861344739,343,0.013391169603410078,True,False,1
155,320,0.0029852138841770176,True,0.0004195051859783982,0.8340807174887892,223,2013-08-08 19:42:10.312000+00:00,2013-09-06 19:59:59.900000+00:00,320,0.0029852138841770176,300,0.003404719070155416,False,False,0
156,321,0.00467724438919795,False,0.0027782443140244783,0.7090301003344481,299,2013-09-08 23:55:02.456000+00:00,2013-10-11 11:11:20.350000+00:00,321,0.00467724438919795,327,0.007455488703222428,False,False,0
157,321,0.001576158748465236,False,0.008055501448654778,0.7357859531772575,299,2013-10-11 11:11:20.409000+00:00,2013-10-28 16:57:47.541000+00:00,321,0.001576158748465236,326,0.009631660197120013,True,False,1
158,322,0.0007430952161764416,False,0.008558214834593233,0.74,300,2013-11-01 00:00:00.663000+00:00,2013-11-21 10:34:46.284000+00:00,322,0.0007430952161764416,361,0.009301310050769675,True,False,1
159,322,0.001454981372623627,False,0.0015995195012564363,0.7060931899641577,279,2013-11-21 10:34:47.320000+00:00,2013-11-29 18:42:15.079000+00:00,322,0.001454981372623627,323,0.0030545008738800633,False,False,0
160,323,0.0061285257074052205,False,0.0011235814924774063,0.5949820788530465,279,2013-12-17 10:00:36.822000+00:00,2014-01-28 14:00:49.677000+00:00,323,0.0061285257074052205,358,0.007252107199882627,False,False,0
161,322,0.0006006644459774518,False,0.0049292466829785435,0.9133333333333333,300,2013-12-09 20:58:02.746000+00:00,2013-12-17 10:00:35.382000+00:00,322,0.0006006644459774518,338,0.005529911128955995,False,False,0
162,323,0.0005412559713872365,False,0.004678990486759956,0.7972508591065293,291,2014-01-03 12:00:00.124000+00:00,2014-01-24 13:30:19.617000+00:00,323,0.0005412559713872365,359,0.0052202464581471925,True,False,1
163,323,0.0014349590872738812,False,0.0035074378330339235,0.6578073089700996,301,2014-01-24 13:30:23.533000+00:00,2014-01-31 21:59:54.534000+00:00,323,0.0014349590872738812,348,0.004942396920307805,False,False,0
164,324,0.0003965763040564499,False,0.009136503160537598,0.9611307420494699,283,2014-02-05 03:03:24.819000+00:00,2014-02-25 21:10:38.678000+00:00,324,0.0003965763040564499,325,0.009533079464594047,True,False,1
165,350,0.003535585928832621,False,0.002198639367521629,0.16770186335403728,161,2017-09-10 08:23:23.047000+00:00,2017-10-09 07:18:37.620000+00:00,350,0.003535585928832621,320,0.00573422529635425,False,False,0
166,324,0.0030545359283268344,False,0.0063663623280233,0.7894736842105263,285,2014-02-05 03:03:27.773000+00:00,2014-03-19 14:04:53.034000+00:00,324,0.0030545359283268344,354,0.009420898256350134,False,False,0
167,324,0.00071003132959312,False,0.006420409415719141,0.6733333333333333,300,2014-03-19 14:04:53.085000+00:00,2014-03-26 20:06:01.466000+00:00,324,0.00071003132959312,354,0.007130440745312261,False,False,0
168,325,0.00030026038124463916,False,0.007536704028706044,0.9466666666666667,300,2014-04-01 02:00:00.540000+00:00,2014-04-28 06:56:03.408000+00:00,325,0.00030026038124463916,355,0.007836964409950683,True,False,1
169,325,0.00021297238127069342,False,0.001705420937733809,0.9700996677740864,301,2014-04-28 06:56:03.459000+00:00,2014-04-30 23:59:59.930000+00:00,325,0.00021297238127069342,362,0.0019183933190045025,False,False,0
170,326,0.0044944207058192085,False,0.0036831027174263698,0.3382899628252788,269,2014-05-15 13:08:58.824000+00:00,2014-06-28 07:38:59.899000+00:00,326,0.0044944207058192085,351,0.008177523423245578,True,False,1
171,325,0.0008884073852790576,False,0.001071979321766899,0.5185185185185185,297,2014-05-09 14:36:12.878000+00:00,2014-05-15 13:08:57.254000+00:00,325,0.0008884073852790576,355,0.0019603867070459567,True,False,1
172,326,0.0003117500430072792,False,0.006737934446747839,0.9362416107382551,298,2014-06-01 23:00:14.375000+00:00,2014-06-26 04:48:44.502000+00:00,326,0.0003117500430072792,352,0.007049684489755119,True,False,1
173,326,0.0003802391454809166,False,0.0009302069359862936,0.8604651162790697,301,2014-06-26 04:48:47.610000+00:00,2014-06-30 23:59:57.852000+00:00,326,0.0003802391454809166,353,0.0013104460814672102,True,False,1
174,327,0.0007452139815174212,False,0.00681714739574628,0.6952054794520548,292,2014-07-04 06:11:45.844000+00:00,2014-07-30 18:24:09.314000+00:00,327,0.0007452139815174212,355,0.007562361377263701,True,False,1
175,326,0.005655181558307039,False,0.0033291958088092514,0.5261324041811847,287,2014-06-11 01:21:22.222000+00:00,2014-07-04 06:11:45.196000+00:00,326,0.005655181558307039,354,0.00898437736711629,False,False,0
176,325,0.005393843564619508,True,0.0004017860734613285,0.3080568720379147,211,2014-03-28 22:52:18.860000+00:00,2014-05-13 13:38:36.636000+00:00,325,0.005393843564619508,327,0.0057956296380808365,False,False,0
177,327,0.0004260116628288878,False,0.003201372908352357,0.7508305647840532,301,2014-08-20 23:44:11.498000+00:00,2014-08-22 19:59:59.931000+00:00,327,0.0004260116628288878,362,0.0036273845711812447,False,False,0
178,328,0.0020450765666250566,False,0.0008289685335521962,0.5498281786941581,291,2014-09-01 00:00:01.324000+00:00,2014-09-19 15:38:40.594000+00:00,328,0.0020450765666250566,331,0.0028740451001772528,True,False,1
179,328,0.001453921239349265,False,0.0032244849687245274,0.6033333333333334,300,2014-09-19 15:38:40.645000+00:00,2014-09-30 23:59:59.006000+00:00,328,0.001453921239349265,346,0.004678406208073792,False,False,0
180,329,0.0021774905939349145,False,0.005189671222960308,0.4478114478114478,297,2014-10-12 22:00:04.650000+00:00,2014-10-31 02:10:16.237000+00:00,329,0.0021774905939349145,297,0.007367161816895222,False,False,0
181,296,0.007178711729393929,True,0.0006974638820845215,0.46846846846846846,222,2010-05-04 15:38:15.520000+00:00,2010-06-03 03:30:46.289000+00:00,296,0.007178711729393929,345,0.00787617561147845,False,False,0
182,329,0.0009087502028665576,False,0.012368451705446117,0.8120805369127517,298,2014-10-12 06:16:14.608000+00:00,2014-11-18 13:28:06.890000+00:00,329,0.0009087502028665576,336,0.013277201908312674,True,False,1
183,329,0.0017991594108699729,False,0.0027467459496362608,0.49280575539568344,278,2014-11-18 13:28:07.491000+00:00,2014-11-28 18:44:58.682000+00:00,329,0.0017991594108699729,332,0.004545905360506234,False,False,0
184,330,0.000709881420605054,False,0.007358559151061609,0.9531772575250836,299,2014-12-01 01:00:00.438000+00:00,2014-12-16 12:14:05.385000+00:00,330,0.000709881420605054,359,0.008068440571666663,True,False,1
185,330,0.0009223591443767172,False,0.005825172885204547,0.8093645484949833,299,2014-12-16 12:14:05.436000+00:00,2014-12-31 21:59:47.916000+00:00,330,0.0009223591443767172,332,0.006747532029581264,False,False,0
186,331,0.00118425026114379,False,0.008091751305956057,0.7657992565055762,269,2015-01-19 03:00:00.278000+00:00,2015-02-24 07:38:52.967000+00:00,331,0.00118425026114379,351,0.009276001567099847,False,False,0
187,330,0.0004712856091377114,False,0.007810688381950343,0.9494949494949495,297,2015-01-05 14:36:05.721000+00:00,2015-01-19 01:59:59.876000+00:00,330,0.0004712856091377114,322,0.008281973991088055,True,False,1
188,331,0.0005645187057632445,False,0.0061851421377287896,0.9512195121951219,287,2015-02-01 23:00:02.302000+00:00,2015-02-19 15:31:06.607000+00:00,331,0.0005645187057632445,328,0.006749660843492034,False,False,0
189,331,0.0006514976980067015,False,0.00164451379992901,0.8327759197324415,299,2015-02-19 15:31:06.658000+00:00,2015-02-27 21:59:59.908000+00:00,331,0.0006514976980067015,330,0.0022960114979357115,True,False,1
190,332,0.0007425164604920033,False,0.008931318870396776,0.842809364548495,299,2015-03-09 19:25:42.363000+00:00,2015-04-20 22:44:11.185000+00:00,332,0.0007425164604920033,296,0.009673835330888779,False,False,0
191,331,0.0006672044086986583,False,0.005549655515984238,0.9,300,2015-03-02 05:41:23.939000+00:00,2015-03-09 19:25:42.158000+00:00,331,0.0006672044086986583,329,0.006216859924682896,False,False,0
192,297,0.003099340774185829,False,0.004175220555713306,0.5259259259259259,135,2010-06-03 22:48:07.047000+00:00,2010-07-15 14:46:49.996000+00:00,297,0.003099340774185829,330,0.0072745613298991355,False,False,0
193,332,0.0006523182400803957,False,0.00585902718707011,0.9429530201342282,298,2015-04-20 11:24:25.489000+00:00,2015-04-28 12:28:29.557000+00:00,332,0.0006523182400803957,329,0.006511345427150506,False,False,0
194,333,0.0006799763697866396,False,0.007246108090021427,0.7558528428093646,299,2015-05-04 00:00:00.282000+00:00,2015-05-22 09:49:03.272000+00:00,333,0.0006799763697866396,298,0.007926084459808067,True,False,1
195,333,0.0013221845740351184,True,0.0005502736447766472,0.6363636363636364,264,2015-05-22 09:49:10.191000+00:00,2015-05-31 23:59:59.123000+00:00,333,0.0013221845740351184,344,0.0018724582188117656,False,False,0
196,333,0.004752863198531445,False,0.007046835634221101,0.5509433962264151,265,2015-04-28 13:57:12.894000+00:00,2015-06-08 02:19:18.227000+00:00,333,0.004752863198531445,357,0.011799698832752547,False,False,0
197,333,0.000469561454995749,False,0.0068445254914653135,0.8080808080808081,297,2015-06-08 02:19:19.231000+00:00,2015-06-17 04:59:59.353000+00:00,333,0.000469561454995749,332,0.007314086946461062,False,False,0
198,334,0.0007343886948386139,False,0.013587446333032495,0.7686832740213523,281,2015-07-01 00:45:04.920000+00:00,2015-07-21 00:52:12.165000+00:00,334,0.0007343886948386139,293,0.01432183502787111,True,False,1
199,334,0.0006389953429051737,False,0.0025582885559437647,0.7483221476510067,298,2015-07-21 00:52:12.651000+00:00,2015-07-31 20:59:01.474000+00:00,334,0.0006389953429051737,293,0.0031972838988489384,False,False,0
200,335,0.0004168036186519137,False,0.012288281016547657,0.9358108108108109,296,2015-08-05 22:34:05.644000+00:00,2015-08-25 06:39:16.714000+00:00,335,0.0004168036186519137,336,0.01270508463519957,True,False,1
201,293,0.00896629443975964,False,0.0031468456023239985,0.38341968911917096,193,2009-12-06 10:42:10.434000+00:00,2010-01-05 19:39:42.738000+00:00,293,0.00896629443975964,334,0.012113140042083638,False,False,0
202,293,0.00939863515394994,True,0.0007238498583297358,0.3076923076923077,169,2009-11-17 03:00:06.490000+00:00,2009-12-21 17:11:04.752000+00:00,293,0.00939863515394994,335,0.010122485012279676,False,False,0
203,335,0.0006636842745742273,False,0.011751293189129045,0.7651006711409396,298,2015-09-09 13:08:11.285000+00:00,2015-09-24 14:59:59.021000+00:00,335,0.0006636842745742273,295,0.012414977463703273,True,False,1
204,336,0.0005713613197576603,False,0.007282090159350654,0.89,300,2015-10-01 00:00:00.622000+00:00,2015-10-16 13:04:05.198000+00:00,336,0.0005713613197576603,345,0.007853451479108315,False,False,0
205,336,0.0007813180355240943,False,0.00702462833278218,0.8114478114478114,297,2015-10-16 13:04:05.695000+00:00,2015-10-30 20:58:54.559000+00:00,336,0.0007813180355240943,329,0.007805946368306275,True,False,1
206,337,0.005018889705382685,False,0.010317412096692543,0.6312056737588653,282,2015-11-13 08:39:38.928000+00:00,2015-12-22 09:01:25.225000+00:00,337,0.005018889705382685,338,0.015336301802075228,False,False,0
207,336,0.0009725732394514552,False,0.007107845162944294,0.7009966777408638,301,2015-11-02 15:58:38.025000+00:00,2015-11-13 08:39:38.556000+00:00,336,0.0009725732394514552,334,0.00808041840239575,False,False,0
208,337,0.00048799074154208923,False,0.015570514699390744,0.9731543624161074,298,2015-12-01 02:00:00.038000+00:00,2015-12-15 08:44:22.242000+00:00,337,0.00048799074154208923,292,0.016058505440932833,True,False,1
209,337,0.0010860935334171071,False,0.016795245974755568,0.7166666666666667,300,2015-12-15 08:44:22.395000+00:00,2015-12-31 11:31:43.955000+00:00,337,0.0010860935334171071,294,0.017881339508172674,False,False,0
210,337,0.00018366044451663123,False,0.019876176066120396,0.7109634551495017,301,2015-12-31 11:31:44.546000+00:00,2015-12-31 21:59:53.801000+00:00,337,0.00018366044451663123,334,0.020059836510637027,False,False,0
211,338,0.0005862132095522958,False,0.008662577173774224,0.8862876254180602,299,2016-01-03 23:00:03.541000+00:00,2016-01-14 09:45:29.124000+00:00,338,0.0005862132095522958,335,0.00924879038332652,True,False,1
212,338,0.0012875151890448843,False,0.011554532494447777,0.7220216606498195,277,2016-01-14 09:45:29.175000+00:00,2016-01-28 07:09:20.468000+00:00,338,0.0012875151890448843,294,0.012842047683492662,False,False,0
213,338,0.00020450159005933847,False,0.0016870653440745724,1.0,291,2016-01-28 07:09:20.620000+00:00,2016-01-31 23:59:59.985000+00:00,338,0.00020450159005933847,293,0.0018915669341339108,True,False,1
214,297,0.0020326713215435745,True,0.0006173876022940823,0.7959183673469388,147,2010-06-05 03:03:01.805000+00:00,2010-07-04 17:17:00.055000+00:00,297,0.0020326713215435745,346,0.002650058923837657,False,False,0
215,338,0.0006950330314164771,False,0.010413552035717324,0.9732441471571907,299,2016-02-01 20:11:19.772000+00:00,2016-02-11 13:07:44.338000+00:00,338,0.0006950330314164771,329,0.011108585067133801,False,False,0
216,338,0.0006956359600335836,False,0.006498561700475856,0.9691119691119691,259,2016-02-11 13:07:44.439000+00:00,2016-02-19 20:59:59.479000+00:00,338,0.0006956359600335836,347,0.00719419766050944,False,False,0
217,339,0.0005206647149752002,False,0.007906458322338494,0.9630872483221476,298,2016-03-01 04:00:00.022000+00:00,2016-03-09 12:53:25.995000+00:00,339,0.0005206647149752002,348,0.008427123037313694,True,False,1
218,339,0.0005210641364021497,False,0.0070445495093421915,0.9533333333333334,300,2016-03-09 12:53:26.115000+00:00,2016-03-18 00:22:31.921000+00:00,339,0.0005210641364021497,326,0.007565613645744341,False,False,0
219,339,0.0005958372919284254,False,0.0029954404562182323,0.8581081081081081,296,2016-03-18 00:22:32.432000+00:00,2016-03-30 16:23:01.452000+00:00,339,0.0005958372919284254,322,0.003591277748146658,True,False,1
220,339,0.00015730025281309693,False,0.006622947627843055,1.0,301,2016-03-30 16:23:01.855000+00:00,2016-03-31 23:59:59.649000+00:00,339,0.00015730025281309693,356,0.006780247880656152,False,False,0
221,340,0.0003921702002972757,False,0.008359605290958643,0.9697986577181208,298,2016-04-10 22:00:00.507000+00:00,2016-04-19 15:43:54.292000+00:00,340,0.0003921702002972757,297,0.00875177549125592,False,False,0
222,340,0.0007221895070224692,False,0.0018026772239062132,0.8154362416107382,298,2016-04-19 15:43:54.927000+00:00,2016-04-29 06:00:47.873000+00:00,340,0.0007221895070224692,347,0.0025248667309286823,True,False,1
223,339,0.0011526762777078047,False,0.004855507066360454,0.8604651162790697,301,2016-03-10 12:58:00.929000+00:00,2016-04-08 20:59:52.126000+00:00,339,0.0011526762777078047,347,0.0060081833440682585,True,False,1
224,340,0.005224233467239789,True,0.00029647546766019446,0.7907801418439716,282,2016-04-10 11:48:02.154000+00:00,2016-05-06 05:42:43.041000+00:00,340,0.005224233467239789,348,0.005520708934899984,False,False,0
225,340,0.00030422152988265796,False,0.0015125334683982281,0.9732441471571907,299,2016-05-06 05:42:45.144000+00:00,2016-05-13 07:39:45.137000+00:00,340,0.00030422152988265796,347,0.0018167549982808862,False,False,0
226,340,0.00048594998128685825,False,0.0034337289190050626,0.8372881355932204,295,2016-05-13 07:39:45.188000+00:00,2016-05-23 01:44:26.884000+00:00,340,0.00048594998128685825,347,0.003919678900291921,True,False,1
227,340,0.0012159640987852067,False,0.0015888848528628518,0.6971830985915493,284,2016-05-23 01:44:27.947000+00:00,2016-05-30 04:50:47.648000+00:00,340,0.0012159640987852067,347,0.0028048489516480585,False,False,0
228,341,0.0004220126969471229,False,0.00843234523094003,0.9664429530201343,298,2016-06-01 00:00:01.194000+00:00,2016-06-13 06:53:57.298000+00:00,341,0.0004220126969471229,339,0.008854357927887153,True,False,1
229,341,0.0003790743968296015,False,0.005727807519203436,0.9463087248322147,298,2016-06-13 06:53:57.349000+00:00,2016-06-23 14:12:32.757000+00:00,341,0.0003790743968296015,322,0.006106881916033037,False,False,0
230,341,0.0007057842628260317,False,0.004013809378939445,0.847972972972973,296,2016-06-23 14:12:33.694000+00:00,2016-06-30 23:59:59.956000+00:00,341,0.0007057842628260317,354,0.004719593641765477,False,False,0
231,342,0.0009239529137856244,False,0.0036778477248854843,0.75,300,2016-07-18 23:00:00.593000+00:00,2016-07-28 11:19:17.214000+00:00,342,0.0009239529137856244,320,0.004601800638671109,False,False,0
232,354,0.007988683442022658,False,0.001625606843595681,0.5775862068965517,116,2018-03-16 23:52:44.816000+00:00,2018-04-15 20:20:59.061000+00:00,354,0.007988683442022658,324,0.009614290285618339,False,False,0
233,341,0.00046102714835981307,False,0.0018685176681813452,0.8695652173913043,299,2016-07-08 14:44:44.349000+00:00,2016-07-18 15:02:54.863000+00:00,341,0.00046102714835981307,299,0.0023295448165411583,True,False,1
234,341,4.727201705890393e-05,True,0.00012765859186935892,1.0,301,2016-07-18 15:02:55.222000+00:00,2016-07-18 20:59:45.866000+00:00,341,4.727201705890393e-05,353,0.00017493060892826286,False,False,0
235,342,0.0005943642610667706,False,0.004868004356906019,0.74,300,2016-08-01 00:00:00.234000+00:00,2016-08-10 11:30:40.451000+00:00,342,0.0005943642610667706,300,0.00546236861797279,True,False,1
236,342,0.00037774619614370706,False,0.004480394088608492,0.8417508417508418,297,2016-08-10 11:30:41.862000+00:00,2016-08-22 12:05:34.072000+00:00,342,0.00037774619614370706,324,0.004858140284752199,False,False,0
237,342,0.0004749222927432332,False,0.0021178893638763787,0.7566666666666667,300,2016-08-22 12:05:34.136000+00:00,2016-08-31 23:59:58.956000+00:00,342,0.0004749222927432332,353,0.002592811656619612,False,False,0
238,343,0.0008746752865790089,False,0.001642045711885652,0.65,300,2016-09-06 15:00:00.216000+00:00,2016-09-15 19:44:08.462000+00:00,343,0.0008746752865790089,361,0.002516720998464661,True,False,1
239,350,0.0019302299953643872,True,2.836521746788943e-05,0.7264957264957265,117,2017-08-29 19:03:39.635000+00:00,2017-09-11 00:34:45.309000+00:00,350,0.0019302299953643872,343,0.0019585952128322766,False,False,0
240,353,0.0018239450838247531,False,0.0044656959261600284,0.5775193798449613,258,2018-02-07 03:43:07.248000+00:00,2018-03-07 09:30:39.222000+00:00,353,0.0018239450838247531,342,0.0062896410099847816,False,False,0
241,351,0.009886300020438377,True,0.0009995330052848285,0.19907407407407407,216,2017-10-09 07:18:41.948000+00:00,2017-11-08 23:57:22.380000+00:00,351,0.009886300020438377,340,0.010885833025723206,False,False,0
242,343,0.0009061137167748385,False,0.0029747291409892756,0.6014760147601476,271,2016-10-07 07:35:04.183000+00:00,2016-10-20 13:33:40.133000+00:00,343,0.0009061137167748385,323,0.003880842857764114,False,False,0
243,343,0.0006883461076100355,False,0.0038084224352189526,0.5418060200668896,299,2016-10-20 13:33:40.188000+00:00,2016-10-26 07:59:09.564000+00:00,343,0.0006883461076100355,350,0.004496768542828988,True,False,1
244,344,0.0010009468252713174,False,0.0053541719140092195,0.8571428571428571,301,2016-11-01 00:00:00.101000+00:00,2016-11-09 14:59:28.336000+00:00,344,0.0010009468252713174,325,0.006355118739280537,False,False,0
245,344,0.0009781197354593548,False,0.005109630277329139,0.871244635193133,233,2016-11-09 14:59:28.437000+00:00,2016-11-16 16:22:03.442000+00:00,344,0.0009781197354593548,331,0.006087750012788494,True,False,1
246,344,0.0019223784567931564,False,0.004222841811537618,0.4175824175824176,273,2016-11-16 16:22:04.209000+00:00,2016-11-28 11:57:59.062000+00:00,344,0.0019223784567931564,333,0.006145220268330774,False,False,0
247,344,0.0005780998051319891,False,0.002444959467840171,0.9169435215946844,301,2016-11-28 11:57:59.396000+00:00,2016-11-30 23:59:59.971000+00:00,344,0.0005780998051319891,333,0.0030230592729721603,False,False,0
248,345,0.0003883346743962302,False,0.00453288226520516,0.867109634551495,301,2016-12-15 02:00:00.526000+00:00,2016-12-30 06:34:39.331000+00:00,345,0.0003883346743962302,294,0.004921216939601391,False,False,0
249,344,0.004924733847497766,False,0.0021272272699491912,0.9023569023569024,297,2016-11-10 13:31:54.331000+00:00,2016-12-09 08:38:22.325000+00:00,344,0.004924733847497766,333,0.007051961117446957,True,False,1
250,344,0.0002662150403093901,False,0.0014159235578786416,0.9601328903654485,301,2016-12-09 08:38:22.405000+00:00,2016-12-14 23:59:53.450000+00:00,344,0.0002662150403093901,295,0.0016821385981880318,False,False,0
251,345,0.0005066833637327822,False,0.00858351883285866,0.8166666666666667,300,2017-01-03 00:00:00.150000+00:00,2017-01-12 15:20:15.716000+00:00,345,0.0005066833637327822,336,0.009090202196591443,True,False,1
252,345,0.0006984357345081244,False,0.0021162647723375286,0.6776556776556777,273,2017-01-12 15:20:15.817000+00:00,2017-01-23 18:16:43.456000+00:00,345,0.0006984357345081244,331,0.002814700506845653,False,False,0
253,345,0.0008844347617549441,False,0.002176260620198213,0.7533333333333333,300,2017-01-23 18:16:43.875000+00:00,2017-01-31 23:59:57.729000+00:00,345,0.0008844347617549441,332,0.003060695381953157,False,False,0
254,346,0.00027232592856435515,False,0.001634969230579943,0.973421926910299,301,2017-02-02 20:00:00.081000+00:00,2017-02-13 01:27:44.675000+00:00,346,0.00027232592856435515,297,0.001907295159144298,False,False,0
255,346,0.0004822793286322432,False,0.0008539653434007291,0.8659420289855072,276,2017-02-13 01:27:46.678000+00:00,2017-02-22 03:45:34.667000+00:00,346,0.0004822793286322432,297,0.0013362446720329723,True,False,1
256,356,0.0026197639620964466,False,0.004369745881873272,0.41947565543071164,267,2018-07-04 06:13:27.727000+00:00,2018-08-03 07:08:38.982000+00:00,356,0.0026197639620964466,297,0.006989509843969718,False,False,0
257,345,0.00028195781189345394,False,0.0005453215110711638,0.9534883720930233,301,2017-02-02 11:37:59.564000+00:00,2017-02-02 17:59:59.463000+00:00,345,0.00028195781189345394,296,0.0008272793229646177,True,False,1
258,346,0.007341713631653987,True,0.0004525278190972339,0.3940520446096654,269,2017-02-02 18:57:13.637000+00:00,2017-03-02 14:11:10.755000+00:00,346,0.007341713631653987,297,0.007794241450751221,False,False,0
259,346,0.0006509880702672849,False,0.0049492087666332,0.76,300,2017-03-02 14:11:10.861000+00:00,2017-03-10 17:10:40.043000+00:00,346,0.0006509880702672849,319,0.005600196836900485,False,False,0
260,346,0.0003669736610882604,False,0.005644627919219297,0.86,300,2017-03-10 17:10:40.443000+00:00,2017-03-22 09:35:51.310000+00:00,346,0.0003669736610882604,330,0.006011601580307557,True,False,1
261,346,0.0011971500185503094,True,0.00041953146804061354,0.3787375415282392,301,2017-03-22 09:35:51.402000+00:00,2017-03-24 10:59:59.693000+00:00,346,0.0011971500185503094,322,0.001616681486590923,False,False,0
262,347,0.0004130280455582056,False,0.0024293353398808833,0.9124579124579124,297,2017-04-02 22:00:01.333000+00:00,2017-04-11 13:44:24.580000+00:00,347,0.0004130280455582056,340,0.0028423633854390887,True,False,1
