exit_time,equity,cum_pnl,drawdown,drawdown_pct
2026-05-22 19:30:00,5000681.759135793,681.7591357931152,0.0,0.0
2026-05-22 19:35:00,5001233.366602367,1233.366602366374,0.0,0.0
2026-05-22 19:40:00,5001570.169448501,1570.169448501866,0.0,0.0
2026-05-22 19:45:00,5002276.823149643,2276.8231496429794,0.0,0.0
2026-05-22 19:50:00,5003141.676686261,3141.6766862605928,0.0,0.0
2026-05-22 20:30:00,5002085.70106149,2085.701061489794,1055.9756247708574,0.02111951249541715
2026-05-22 20:45:00,5001017.140133305,1017.1401333053909,2124.5365529553965,0.04249073105910793
2026-05-22 20:55:00,5000415.736139725,415.7361397246873,2725.940546535887,0.05451881093071774
2026-05-26 08:00:00,5002602.9914678885,2602.991467888617,538.6852183723822,0.010773704367447644
2026-05-26 08:05:00,5004320.091943015,4320.091943014995,0.0,0.0
2026-05-26 09:00:00,5006009.203699086,6009.203699085814,0.0,0.0
2026-05-26 09:05:00,5007418.444528485,7418.444528484699,0.0,0.0
2026-05-26 09:30:00,5008489.552077577,8489.552077577377,0.0,0.0
2026-05-26 09:45:00,5009603.192133642,9603.192133641596,0.0,0.0
2026-05-26 10:05:00,5008656.9146697465,8656.914669746777,946.2774638952687,0.018925549277905376
2026-05-26 10:30:00,5011610.697634023,11610.697634022676,0.0,0.0
2026-05-26 10:35:00,5011304.976493631,11304.976493630205,305.72114039212465,0.006114422807842493
2026-05-26 10:40:00,5012138.478569366,12138.478569365758,0.0,0.0
2026-05-26 11:05:00,5013298.111368213,13298.111368212963,0.0,0.0
2026-05-26 11:05:00,5015049.190442511,15049.190442510628,0.0,0.0
2026-05-26 11:15:00,5016134.897343836,16134.897343835943,0.0,0.0
2026-05-26 12:05:00,5014381.700357319,14381.700357318436,1753.1969865169376,0.03506393973033876
2026-05-26 12:25:00,5013860.430203336,13860.430203335829,2274.4671404995024,0.04548934280999005
2026-05-26 12:30:00,5014054.274400717,14054.274400716798,2080.622943119146,0.04161245886238292
2026-05-26 12:30:00,5017039.842546048,17039.842546047515,0.0,0.0
2026-05-26 12:35:00,5016293.6187904915,16293.618790491131,746.2237555561587,0.014924475111123173
2026-05-26 12:35:00,5019679.332888597,19679.332888596593,0.0,0.0
2026-05-26 12:40:00,5021876.089631967,21876.08963196735,0.0,0.0
2026-05-26 13:50:00,5023852.698967705,23852.698967704833,0.0,0.0
2026-05-26 13:55:00,5025643.155015235,25643.155015234996,0.0,0.0
2026-05-26 14:00:00,5026908.585900553,26908.585900553015,0.0,0.0
2026-05-26 14:05:00,5027316.347889624,27316.347889623667,0.0,0.0
2026-05-26 15:10:00,5026854.3961420525,26854.396142052832,461.9517475711182,0.009239034951422363
2026-05-26 15:15:00,5026972.822852293,26972.822852293237,343.5250373305753,0.006870500746611506
2026-05-26 15:20:00,5026433.713043053,26433.71304305243,882.6348465709016,0.017652696931418032
2026-05-26 15:25:00,5026999.543824129,26999.54382412915,316.8040654947981,0.0063360813098959625
2026-05-26 15:30:00,5028452.3474108465,28452.347410846967,0.0,0.0
2026-05-26 15:35:00,5029978.272102845,29978.272102845185,0.0,0.0
2026-05-26 15:50:00,5030525.18591109,30525.185911089746,0.0,0.0
2026-05-26 15:55:00,5031272.513508022,31272.51350802206,0.0,0.0
2026-05-26 16:00:00,5032379.544826889,32379.544826889727,0.0,0.0
2026-05-26 16:05:00,5033628.137480722,33628.137480721896,0.0,0.0
2026-05-26 17:10:00,5034134.125547579,34134.12554757832,0.0,0.0
2026-05-26 17:15:00,5034446.356509536,34446.356509536025,0.0,0.0
2026-05-26 17:20:00,5034243.012218578,34243.01221857811,203.34429095778614,0.004066885819155723
2026-05-26 17:25:00,5034612.234913732,34612.23491373219,0.0,0.0
2026-05-26 17:30:00,5035102.372874103,35102.372874102715,0.0,0.0
2026-05-26 17:35:00,5035910.212597646,35910.21259764605,0.0,0.0
2026-05-26 17:50:00,5037255.875670261,37255.87567026096,0.0,0.0
2026-05-26 17:55:00,5038831.363335389,38831.36333538897,0.0,0.0
2026-05-26 18:00:00,5040734.793414433,40734.793414432126,0.0,0.0
