time,FXY
2026-03-25 08:00:00+00:00,57.72
2026-03-25 08:10:00+00:00,57.72
2026-03-25 08:25:00+00:00,57.72
2026-03-25 08:40:00+00:00,57.72
2026-03-25 08:55:00+00:00,57.72
2026-03-25 09:10:00+00:00,57.72
2026-03-25 09:25:00+00:00,57.72
2026-03-25 09:40:00+00:00,57.78
2026-03-25 09:55:00+00:00,57.78
2026-03-25 10:10:00+00:00,57.78
2026-03-25 10:25:00+00:00,57.78
2026-03-25 10:40:00+00:00,57.78
2026-03-25 10:55:00+00:00,57.78
2026-03-25 11:10:00+00:00,57.78
2026-03-25 11:25:00+00:00,57.78
2026-03-25 11:40:00+00:00,57.78
2026-03-25 11:55:00+00:00,57.78
2026-03-25 12:00:00+00:00,57.7517
2026-03-25 12:10:00+00:00,57.7517
2026-03-25 12:25:00+00:00,57.7415
2026-03-25 12:30:00+00:00,57.76
2026-03-25 12:35:00+00:00,57.7304
2026-03-25 12:40:00+00:00,57.7304
2026-03-25 12:55:00+00:00,57.7304
2026-03-25 13:00:00+00:00,57.73
2026-03-25 13:10:00+00:00,57.78
2026-03-25 13:30:00+00:00,57.7400016784668
2026-03-25 13:35:00+00:00,57.755001068115234
2026-03-25 13:40:00+00:00,57.755001068115234
2026-03-25 13:45:00+00:00,57.71500015258789
2026-03-25 13:50:00+00:00,57.709999084472656
2026-03-25 13:55:00+00:00,57.70000076293945
2026-03-25 14:00:00+00:00,57.67499923706055
2026-03-25 14:05:00+00:00,57.689998626708984
2026-03-25 14:10:00+00:00,57.689998626708984
2026-03-25 14:15:00+00:00,57.69499969482422
2026-03-25 14:20:00+00:00,57.65999984741211
2026-03-25 14:25:00+00:00,57.70000076293945
2026-03-25 14:30:00+00:00,57.709999084472656
2026-03-25 14:35:00+00:00,57.709999084472656
2026-03-25 14:40:00+00:00,57.70500183105469
2026-03-25 14:45:00+00:00,57.720001220703125
2026-03-25 14:50:00+00:00,57.72999954223633
2026-03-25 14:55:00+00:00,57.720001220703125
2026-03-25 15:00:00+00:00,57.720001220703125
2026-03-25 15:05:00+00:00,57.70000076293945
2026-03-25 15:10:00+00:00,57.70500183105469
2026-03-25 15:15:00+00:00,57.683101654052734
2026-03-25 15:20:00+00:00,57.70009994506836
2026-03-25 15:25:00+00:00,57.709999084472656
2026-03-25 15:30:00+00:00,57.724998474121094
2026-03-25 15:35:00+00:00,57.72999954223633
2026-03-25 15:50:00+00:00,57.689998626708984
2026-03-25 15:55:00+00:00,57.66999816894531
2026-03-25 16:00:00+00:00,57.70000076293945
2026-03-25 16:05:00+00:00,57.68000030517578
2026-03-25 16:15:00+00:00,57.65010070800781
2026-03-25 16:25:00+00:00,57.689998626708984
2026-03-25 16:30:00+00:00,57.68000030517578
2026-03-25 16:35:00+00:00,57.66999816894531
2026-03-25 16:40:00+00:00,57.685001373291016
2026-03-25 16:45:00+00:00,57.67499923706055
2026-03-25 16:50:00+00:00,57.66999816894531
2026-03-25 16:55:00+00:00,57.654998779296875
2026-03-25 17:00:00+00:00,57.65999984741211
2026-03-25 17:05:00+00:00,57.6349983215332
2026-03-25 17:10:00+00:00,57.650001525878906
2026-03-25 17:15:00+00:00,57.65999984741211
2026-03-25 17:20:00+00:00,57.65999984741211
