time,XLI
2026-03-25 16:45:00+00:00,165.02499389648438
2026-03-25 16:50:00+00:00,165.22999572753906
2026-03-25 16:55:00+00:00,165.1999969482422
2026-03-25 17:00:00+00:00,165.22000122070312
2026-03-25 17:05:00+00:00,165.1199951171875
2026-03-25 17:10:00+00:00,165.22000122070312
2026-03-25 17:15:00+00:00,165.1699981689453
2026-03-25 17:20:00+00:00,165.2899932861328
2026-03-25 17:25:00+00:00,165.42999267578125
2026-03-25 17:30:00+00:00,165.57000732421875
2026-03-25 17:35:00+00:00,165.64999389648438
2026-03-25 17:40:00+00:00,165.67999267578125
2026-03-25 17:45:00+00:00,165.50999450683594
2026-03-25 17:50:00+00:00,165.31500244140625
2026-03-25 17:55:00+00:00,165.41000366210938
2026-03-25 18:00:00+00:00,165.5
2026-03-25 18:05:00+00:00,165.6199951171875
2026-03-25 18:10:00+00:00,165.63999938964844
2026-03-25 18:15:00+00:00,165.6750030517578
2026-03-25 18:20:00+00:00,165.65499877929688
2026-03-25 18:25:00+00:00,165.57000732421875
2026-03-25 18:30:00+00:00,165.69000244140625
2026-03-25 18:35:00+00:00,165.64999389648438
2026-03-25 18:40:00+00:00,165.60499572753906
2026-03-25 18:45:00+00:00,165.4499969482422
2026-03-25 18:50:00+00:00,165.47999572753906
2026-03-25 18:55:00+00:00,165.33999633789062
2026-03-25 19:00:00+00:00,165.3000030517578
2026-03-25 19:05:00+00:00,165.3699951171875
2026-03-25 19:10:00+00:00,165.4250030517578
2026-03-25 19:15:00+00:00,165.50999450683594
2026-03-25 19:20:00+00:00,165.5449981689453
2026-03-25 19:25:00+00:00,165.39999389648438
2026-03-25 19:30:00+00:00,165.33999633789062
2026-03-25 19:35:00+00:00,165.2449951171875
2026-03-25 19:40:00+00:00,165.22000122070312
2026-03-25 19:45:00+00:00,165.1999969482422
2026-03-25 19:50:00+00:00,165.18499755859375
2026-03-25 19:55:00+00:00,165.1199951171875
2026-03-25 20:00:00+00:00,165.1
2026-03-25 20:05:00+00:00,165.1
2026-03-25 20:10:00+00:00,165.1
2026-03-25 20:20:00+00:00,165.22
2026-03-25 20:25:00+00:00,165.22
2026-03-25 20:45:00+00:00,165.26
2026-03-25 20:50:00+00:00,165.38
2026-03-25 20:55:00+00:00,165.2
2026-03-25 21:00:00+00:00,165.1
2026-03-25 21:05:00+00:00,165.1
2026-03-25 21:10:00+00:00,165.1
2026-03-25 21:15:00+00:00,165.11
2026-03-25 21:20:00+00:00,165.2
2026-03-25 21:25:00+00:00,165.18
2026-03-25 21:45:00+00:00,165.18
2026-03-25 22:05:00+00:00,165.26
2026-03-25 22:15:00+00:00,165.0
2026-03-25 22:25:00+00:00,165.0
2026-03-25 22:40:00+00:00,165.38
2026-03-25 22:45:00+00:00,165.1
2026-03-25 22:50:00+00:00,165.1
2026-03-25 22:55:00+00:00,165.19
2026-03-25 23:05:00+00:00,165.19
2026-03-25 23:25:00+00:00,165.1759
2026-03-25 23:35:00+00:00,164.81
2026-03-25 23:45:00+00:00,164.85
2026-03-25 23:50:00+00:00,164.1807
2026-03-26 08:00:00+00:00,165.78
2026-03-26 08:05:00+00:00,165.78
2026-03-26 08:20:00+00:00,165.78
2026-03-26 08:35:00+00:00,165.78
2026-03-26 08:40:00+00:00,163.91
2026-03-26 08:45:00+00:00,163.9
2026-03-26 08:50:00+00:00,163.9
2026-03-26 09:05:00+00:00,163.9
2026-03-26 09:20:00+00:00,163.9
2026-03-26 09:25:00+00:00,164.45
2026-03-26 09:30:00+00:00,164.32
2026-03-26 09:35:00+00:00,164.32
2026-03-26 09:45:00+00:00,164.12
2026-03-26 09:50:00+00:00,163.65
2026-03-26 10:05:00+00:00,163.51
2026-03-26 10:15:00+00:00,163.51
2026-03-26 10:25:00+00:00,164.98
2026-03-26 10:35:00+00:00,164.98
2026-03-26 10:50:00+00:00,164.98
2026-03-26 10:55:00+00:00,164.71
2026-03-26 11:00:00+00:00,164.15
2026-03-26 11:05:00+00:00,164.15
2026-03-26 11:15:00+00:00,164.0
2026-03-26 11:20:00+00:00,163.52
2026-03-26 11:35:00+00:00,163.8
2026-03-26 11:50:00+00:00,163.76
2026-03-26 11:55:00+00:00,163.51
2026-03-26 12:00:00+00:00,163.5
2026-03-26 12:05:00+00:00,163.22
2026-03-26 12:20:00+00:00,163.6
2026-03-26 12:25:00+00:00,163.23
2026-03-26 12:35:00+00:00,164.73
2026-03-26 12:40:00+00:00,164.0
2026-03-26 12:45:00+00:00,164.09
2026-03-26 12:50:00+00:00,164.09
2026-03-26 12:55:00+00:00,163.96
2026-03-26 13:05:00+00:00,163.7
2026-03-26 13:10:00+00:00,163.7
2026-03-26 13:30:00+00:00,163.77000427246094
2026-03-26 13:35:00+00:00,163.74000549316406
2026-03-26 13:40:00+00:00,164.05999755859375
2026-03-26 13:45:00+00:00,164.41000366210938
2026-03-26 13:50:00+00:00,164.25
2026-03-26 13:55:00+00:00,164.44000244140625
2026-03-26 14:00:00+00:00,164.06500244140625
2026-03-26 14:05:00+00:00,163.9600067138672
2026-03-26 14:10:00+00:00,164.02000427246094
2026-03-26 14:15:00+00:00,163.96009826660156
2026-03-26 14:20:00+00:00,164.08999633789062
2026-03-26 14:25:00+00:00,164.05499267578125
2026-03-26 14:30:00+00:00,164.4499969482422
2026-03-26 14:35:00+00:00,163.99000549316406
2026-03-26 14:40:00+00:00,163.57000732421875
2026-03-26 14:45:00+00:00,163.36000061035156
2026-03-26 14:50:00+00:00,162.99000549316406
2026-03-26 14:55:00+00:00,163.1699981689453
2026-03-26 15:00:00+00:00,163.44500732421875
2026-03-26 15:05:00+00:00,163.4499969482422
2026-03-26 15:10:00+00:00,163.55999755859375
2026-03-26 15:15:00+00:00,163.4600067138672
2026-03-26 15:20:00+00:00,163.38999938964844
2026-03-26 15:25:00+00:00,163.27000427246094
2026-03-26 15:30:00+00:00,163.1699981689453
2026-03-26 15:35:00+00:00,163.19000244140625
2026-03-26 15:40:00+00:00,162.6199951171875
2026-03-26 15:45:00+00:00,162.6999969482422
2026-03-26 15:50:00+00:00,162.89999389648438
2026-03-26 15:55:00+00:00,162.9250030517578
2026-03-26 16:00:00+00:00,162.8699951171875
2026-03-26 16:05:00+00:00,163.0050048828125
2026-03-26 16:10:00+00:00,162.9499969482422
2026-03-26 16:15:00+00:00,162.69000244140625
2026-03-26 16:20:00+00:00,162.4949951171875
2026-03-26 16:25:00+00:00,162.2949981689453
2026-03-26 16:30:00+00:00,162.25
2026-03-26 16:35:00+00:00,161.9600067138672
2026-03-26 16:40:00+00:00,162.02999877929688
2026-03-26 16:45:00+00:00,161.67999267578125
2026-03-26 16:50:00+00:00,161.85000610351562
2026-03-26 16:55:00+00:00,162.02000427246094
2026-03-26 17:00:00+00:00,161.99000549316406
2026-03-26 17:05:00+00:00,162.10000610351562
2026-03-26 17:10:00+00:00,162.0500030517578
2026-03-26 17:15:00+00:00,162.1199951171875
2026-03-26 17:20:00+00:00,161.9199981689453
2026-03-26 17:25:00+00:00,162.00999450683594
2026-03-26 17:30:00+00:00,162.21499633789062
2026-03-26 17:35:00+00:00,162.25
2026-03-26 17:40:00+00:00,162.0050048828125
2026-03-26 17:45:00+00:00,161.9199981689453
2026-03-26 17:50:00+00:00,161.69549560546875
2026-03-26 17:55:00+00:00,161.5500030517578
2026-03-26 18:00:00+00:00,161.8300018310547
2026-03-26 18:05:00+00:00,161.8249969482422
2026-03-26 18:10:00+00:00,161.83999633789062
2026-03-26 18:15:00+00:00,161.72999572753906
2026-03-26 18:20:00+00:00,161.6999969482422
2026-03-26 18:25:00+00:00,161.7449951171875
2026-03-26 18:30:00+00:00,161.88999938964844
2026-03-26 18:35:00+00:00,161.94000244140625
2026-03-26 18:40:00+00:00,161.93499755859375
2026-03-26 18:45:00+00:00,161.97999572753906
2026-03-26 18:50:00+00:00,161.89999389648438
2026-03-26 18:55:00+00:00,161.7899932861328
2026-03-26 19:00:00+00:00,161.50999450683594
2026-03-26 19:05:00+00:00,161.3249969482422
2026-03-26 19:10:00+00:00,161.4499969482422
2026-03-26 19:15:00+00:00,161.6300048828125
2026-03-26 19:20:00+00:00,161.46499633789062
2026-03-26 19:25:00+00:00,161.42999267578125
2026-03-26 19:30:00+00:00,161.38499450683594
2026-03-26 19:35:00+00:00,161.38499450683594
2026-03-26 19:40:00+00:00,161.22500610351562
2026-03-26 19:45:00+00:00,161.24000549316406
2026-03-26 19:50:00+00:00,161.19500732421875
2026-03-26 19:55:00+00:00,161.27999877929688
2026-03-26 20:00:00+00:00,161.27
2026-03-26 20:05:00+00:00,161.27
2026-03-26 20:10:00+00:00,162.39
2026-03-26 20:15:00+00:00,162.05
2026-03-26 20:20:00+00:00,161.9
2026-03-26 20:25:00+00:00,162.13
2026-03-26 20:35:00+00:00,162.13
2026-03-26 20:40:00+00:00,162.1299
2026-03-26 20:45:00+00:00,161.91
2026-03-26 20:50:00+00:00,161.88
2026-03-26 20:55:00+00:00,161.99
2026-03-26 21:00:00+00:00,161.75
2026-03-26 21:05:00+00:00,161.75
2026-03-26 21:15:00+00:00,161.73
2026-03-26 21:20:00+00:00,161.8
2026-03-26 21:25:00+00:00,161.8
2026-03-26 21:35:00+00:00,161.8
2026-03-26 21:45:00+00:00,161.9
2026-03-26 21:50:00+00:00,161.9
2026-03-26 21:55:00+00:00,161.8
2026-03-26 22:00:00+00:00,161.71
2026-03-26 22:05:00+00:00,161.71
2026-03-26 22:15:00+00:00,162.0
2026-03-26 22:30:00+00:00,164.2
2026-03-26 22:35:00+00:00,164.2
2026-03-26 22:50:00+00:00,162.0
2026-03-26 23:00:00+00:00,162.13
2026-03-26 23:05:00+00:00,162.13
2026-03-26 23:10:00+00:00,163.231
2026-03-26 23:20:00+00:00,163.231
2026-03-26 23:25:00+00:00,161.32
2026-03-26 23:35:00+00:00,162.3897
2026-03-26 23:40:00+00:00,162.0
2026-03-26 23:45:00+00:00,162.0
2026-03-26 23:50:00+00:00,162.13
2026-03-26 23:55:00+00:00,162.57
2026-03-27 08:00:00+00:00,162.0
2026-03-27 08:10:00+00:00,162.0
2026-03-27 08:20:00+00:00,162.0
2026-03-27 08:40:00+00:00,162.0
2026-03-27 08:55:00+00:00,162.0
2026-03-27 09:00:00+00:00,161.27
2026-03-27 09:05:00+00:00,161.03
2026-03-27 09:10:00+00:00,161.03
2026-03-27 09:15:00+00:00,161.03
2026-03-27 09:40:00+00:00,161.5
2026-03-27 09:55:00+00:00,161.5
2026-03-27 10:10:00+00:00,161.67
2026-03-27 10:25:00+00:00,161.67
2026-03-27 10:30:00+00:00,161.0
2026-03-27 10:35:00+00:00,161.0
2026-03-27 10:40:00+00:00,160.5
2026-03-27 10:50:00+00:00,160.2
2026-03-27 10:55:00+00:00,160.54
2026-03-27 11:00:00+00:00,160.5
2026-03-27 11:05:00+00:00,160.42
2026-03-27 11:10:00+00:00,160.34
2026-03-27 11:15:00+00:00,160.2
2026-03-27 11:20:00+00:00,160.5
2026-03-27 11:25:00+00:00,160.69
2026-03-27 11:30:00+00:00,160.57
2026-03-27 11:40:00+00:00,160.57
2026-03-27 11:45:00+00:00,160.78
2026-03-27 11:50:00+00:00,160.8
2026-03-27 11:55:00+00:00,160.73
2026-03-27 12:00:00+00:00,160.68
2026-03-27 12:05:00+00:00,160.57
2026-03-27 12:10:00+00:00,160.28
2026-03-27 12:25:00+00:00,160.32
2026-03-27 12:30:00+00:00,160.72
2026-03-27 12:40:00+00:00,161.12
2026-03-27 12:45:00+00:00,160.49
2026-03-27 12:50:00+00:00,160.56
2026-03-27 12:55:00+00:00,160.49
2026-03-27 13:00:00+00:00,160.45
2026-03-27 13:05:00+00:00,160.46
2026-03-27 13:10:00+00:00,160.4
2026-03-27 13:30:00+00:00,160.82000732421875
2026-03-27 13:35:00+00:00,160.72999572753906
2026-03-27 13:40:00+00:00,160.67999267578125
2026-03-27 13:45:00+00:00,160.8699951171875
2026-03-27 13:50:00+00:00,160.13999938964844
2026-03-27 13:55:00+00:00,160.02999877929688
2026-03-27 14:00:00+00:00,160.2050018310547
2026-03-27 14:05:00+00:00,160.39500427246094
2026-03-27 14:10:00+00:00,160.60000610351562
2026-03-27 14:15:00+00:00,160.91000366210938
2026-03-27 14:20:00+00:00,160.5
2026-03-27 14:25:00+00:00,160.4499969482422
2026-03-27 14:30:00+00:00,160.52999877929688
2026-03-27 14:35:00+00:00,160.24000549316406
2026-03-27 14:40:00+00:00,160.2550048828125
2026-03-27 14:45:00+00:00,160.75999450683594
2026-03-27 14:50:00+00:00,160.51499938964844
2026-03-27 14:55:00+00:00,160.69000244140625
2026-03-27 15:00:00+00:00,160.8000030517578
2026-03-27 15:05:00+00:00,160.4499969482422
2026-03-27 15:10:00+00:00,160.31500244140625
2026-03-27 15:15:00+00:00,160.2100067138672
2026-03-27 15:20:00+00:00,160.47000122070312
2026-03-27 15:25:00+00:00,160.8000030517578
2026-03-27 15:30:00+00:00,161.14500427246094
2026-03-27 15:35:00+00:00,161.11000061035156
2026-03-27 15:40:00+00:00,160.98500061035156
2026-03-27 15:45:00+00:00,161.07000732421875
2026-03-27 15:50:00+00:00,160.94000244140625
2026-03-27 15:55:00+00:00,160.66000366210938
2026-03-27 16:00:00+00:00,160.60499572753906
2026-03-27 16:05:00+00:00,160.35000610351562
2026-03-27 16:10:00+00:00,160.38999938964844
2026-03-27 16:15:00+00:00,160.3350067138672
2026-03-27 16:20:00+00:00,160.27999877929688
2026-03-27 16:25:00+00:00,160.2899932861328
2026-03-27 16:30:00+00:00,160.22500610351562
2026-03-27 16:35:00+00:00,160.1300048828125
2026-03-27 16:40:00+00:00,160.19000244140625
2026-03-27 16:45:00+00:00,160.4949951171875
2026-03-27 16:50:00+00:00,160.30999755859375
2026-03-27 16:55:00+00:00,160.2550048828125
2026-03-27 17:00:00+00:00,160.28500366210938
2026-03-27 17:05:00+00:00,160.35499572753906
2026-03-27 17:10:00+00:00,160.3300018310547
2026-03-27 17:15:00+00:00,160.25999450683594
2026-03-27 17:20:00+00:00,160.11000061035156
2026-03-27 17:25:00+00:00,159.88999938964844
2026-03-27 17:30:00+00:00,159.88999938964844
2026-03-27 17:35:00+00:00,159.8300018310547
2026-03-27 17:40:00+00:00,159.72999572753906
2026-03-27 17:45:00+00:00,159.73500061035156
2026-03-27 17:50:00+00:00,159.6699981689453
2026-03-27 17:55:00+00:00,159.54510498046875
2026-03-27 18:00:00+00:00,159.4600067138672
2026-03-27 18:05:00+00:00,159.44000244140625
2026-03-27 18:10:00+00:00,159.31500244140625
2026-03-27 18:15:00+00:00,159.50999450683594
2026-03-27 18:20:00+00:00,159.33999633789062
2026-03-27 18:25:00+00:00,159.35000610351562
2026-03-27 18:30:00+00:00,159.36500549316406
2026-03-27 18:35:00+00:00,159.46499633789062
2026-03-27 18:40:00+00:00,159.49000549316406
2026-03-27 18:45:00+00:00,159.5
2026-03-27 18:50:00+00:00,159.50999450683594
2026-03-27 18:55:00+00:00,159.54660034179688
2026-03-27 19:00:00+00:00,159.38999938964844
2026-03-27 19:05:00+00:00,159.4499969482422
2026-03-27 19:10:00+00:00,159.50999450683594
2026-03-27 19:15:00+00:00,159.5800018310547
2026-03-27 19:20:00+00:00,159.52000427246094
2026-03-27 19:25:00+00:00,159.4499969482422
2026-03-27 19:30:00+00:00,159.6750030517578
2026-03-27 19:35:00+00:00,159.41000366210938
2026-03-27 19:40:00+00:00,159.11000061035156
2026-03-27 19:45:00+00:00,159.11500549316406
2026-03-27 19:50:00+00:00,159.1199951171875
2026-03-27 19:55:00+00:00,159.19000244140625
2026-03-27 20:00:00+00:00,159.2
2026-03-27 20:05:00+00:00,159.51
2026-03-27 20:10:00+00:00,159.02
2026-03-27 20:15:00+00:00,158.88
2026-03-27 20:20:00+00:00,158.75
2026-03-27 20:25:00+00:00,158.75
2026-03-27 20:30:00+00:00,159.1
2026-03-27 20:35:00+00:00,159.1
2026-03-27 20:40:00+00:00,159.01
2026-03-27 20:45:00+00:00,152.0057
2026-03-27 20:50:00+00:00,158.93
2026-03-27 20:55:00+00:00,158.98
2026-03-27 21:00:00+00:00,159.2
2026-03-27 21:05:00+00:00,158.89
2026-03-27 21:15:00+00:00,158.89
2026-03-27 21:20:00+00:00,158.8
2026-03-27 21:25:00+00:00,158.81
2026-03-27 21:35:00+00:00,159.196
2026-03-27 21:40:00+00:00,158.5
2026-03-27 21:45:00+00:00,158.8
2026-03-27 21:50:00+00:00,158.5
2026-03-27 21:55:00+00:00,158.604
2026-03-27 22:05:00+00:00,158.604
2026-03-27 22:15:00+00:00,158.89
2026-03-27 22:20:00+00:00,158.88
2026-03-27 22:25:00+00:00,158.88
2026-03-27 22:30:00+00:00,158.86
2026-03-27 22:40:00+00:00,158.86
2026-03-27 22:45:00+00:00,158.5439
2026-03-27 22:50:00+00:00,158.5404
2026-03-27 22:55:00+00:00,158.5404
2026-03-27 23:00:00+00:00,159.3
2026-03-27 23:05:00+00:00,158.56
2026-03-27 23:10:00+00:00,158.8
2026-03-27 23:15:00+00:00,158.56
2026-03-27 23:20:00+00:00,158.87
2026-03-27 23:35:00+00:00,159.3
2026-03-27 23:45:00+00:00,158.57
2026-03-27 23:50:00+00:00,158.57
2026-03-30 08:00:00+00:00,158.56
2026-03-30 08:05:00+00:00,159.0
2026-03-30 08:15:00+00:00,159.0
2026-03-30 08:20:00+00:00,159.0
2026-03-30 08:30:00+00:00,159.0
2026-03-30 08:40:00+00:00,159.0
2026-03-30 08:45:00+00:00,160.8214
2026-03-30 09:00:00+00:00,160.8214
2026-03-30 09:15:00+00:00,160.8214
2026-03-30 09:25:00+00:00,160.81
2026-03-30 09:40:00+00:00,161.0
2026-03-30 09:55:00+00:00,161.0
2026-03-30 10:10:00+00:00,161.0
2026-03-30 10:15:00+00:00,161.0
2026-03-30 10:35:00+00:00,161.0
2026-03-30 10:55:00+00:00,159.5
2026-03-30 11:00:00+00:00,159.57
2026-03-30 11:05:00+00:00,159.19
2026-03-30 11:10:00+00:00,159.38
2026-03-30 11:15:00+00:00,159.8
2026-03-30 11:20:00+00:00,160.28
2026-03-30 11:25:00+00:00,160.73
2026-03-30 11:35:00+00:00,160.61
2026-03-30 11:45:00+00:00,160.61
2026-03-30 12:00:00+00:00,160.311
2026-03-30 12:05:00+00:00,160.12
2026-03-30 12:10:00+00:00,160.19
2026-03-30 12:15:00+00:00,160.34
2026-03-30 12:20:00+00:00,160.13
2026-03-30 12:25:00+00:00,160.45
2026-03-30 12:30:00+00:00,160.47
2026-03-30 12:35:00+00:00,160.51
2026-03-30 12:40:00+00:00,160.5
2026-03-30 12:45:00+00:00,160.49
2026-03-30 12:50:00+00:00,160.55
2026-03-30 12:55:00+00:00,160.53
2026-03-30 13:00:00+00:00,160.65
2026-03-30 13:05:00+00:00,160.52
2026-03-30 13:10:00+00:00,160.8
2026-03-30 13:30:00+00:00,160.14999389648438
2026-03-30 13:35:00+00:00,159.0
2026-03-30 13:40:00+00:00,158.86000061035156
2026-03-30 13:45:00+00:00,158.05499267578125
2026-03-30 13:50:00+00:00,157.97000122070312
2026-03-30 13:55:00+00:00,157.7100067138672
2026-03-30 14:00:00+00:00,158.25
2026-03-30 14:05:00+00:00,158.2100067138672
2026-03-30 14:10:00+00:00,158.4499969482422
2026-03-30 14:15:00+00:00,158.16000366210938
2026-03-30 14:20:00+00:00,158.09500122070312
2026-03-30 14:25:00+00:00,157.97000122070312
2026-03-30 14:30:00+00:00,157.77499389648438
2026-03-30 14:35:00+00:00,157.97999572753906
2026-03-30 14:40:00+00:00,157.4949951171875
2026-03-30 14:45:00+00:00,158.0
2026-03-30 14:50:00+00:00,157.94000244140625
2026-03-30 14:55:00+00:00,158.3300018310547
2026-03-30 15:00:00+00:00,158.61000061035156
2026-03-30 15:05:00+00:00,158.17999267578125
2026-03-30 15:10:00+00:00,158.38999938964844
2026-03-30 15:15:00+00:00,158.25999450683594
2026-03-30 15:20:00+00:00,158.27000427246094
2026-03-30 15:25:00+00:00,158.22500610351562
2026-03-30 15:30:00+00:00,158.61000061035156
2026-03-30 15:35:00+00:00,158.52999877929688
2026-03-30 15:40:00+00:00,158.65499877929688
2026-03-30 15:45:00+00:00,158.47000122070312
2026-03-30 15:50:00+00:00,158.6649932861328
2026-03-30 15:55:00+00:00,158.44000244140625
2026-03-30 16:00:00+00:00,157.97000122070312
2026-03-30 16:05:00+00:00,158.06500244140625
2026-03-30 16:10:00+00:00,158.1199951171875
2026-03-30 16:15:00+00:00,158.11000061035156
2026-03-30 16:20:00+00:00,157.76499938964844
2026-03-30 16:25:00+00:00,157.7100067138672
2026-03-30 16:30:00+00:00,157.72000122070312
2026-03-30 16:35:00+00:00,157.86500549316406
2026-03-30 16:40:00+00:00,157.72999572753906
2026-03-30 16:45:00+00:00,157.69500732421875
2026-03-30 16:50:00+00:00,157.60000610351562
2026-03-30 16:55:00+00:00,157.5500030517578
2026-03-30 17:00:00+00:00,157.5500030517578
2026-03-30 17:05:00+00:00,157.7899932861328
2026-03-30 17:10:00+00:00,157.58999633789062
2026-03-30 17:15:00+00:00,157.32000732421875
2026-03-30 17:20:00+00:00,157.27999877929688
2026-03-30 17:25:00+00:00,157.25999450683594
2026-03-30 17:30:00+00:00,156.99000549316406
2026-03-30 17:35:00+00:00,157.22500610351562
2026-03-30 17:40:00+00:00,157.31500244140625
2026-03-30 17:45:00+00:00,157.10000610351562
2026-03-30 17:50:00+00:00,157.1199951171875
2026-03-30 17:55:00+00:00,157.1699981689453
2026-03-30 18:00:00+00:00,157.08999633789062
2026-03-30 18:05:00+00:00,156.94000244140625
2026-03-30 18:10:00+00:00,157.10000610351562
2026-03-30 18:15:00+00:00,157.1199951171875
2026-03-30 18:20:00+00:00,157.03500366210938
2026-03-30 18:25:00+00:00,156.8800048828125
2026-03-30 18:30:00+00:00,156.9499969482422
2026-03-30 18:35:00+00:00,156.83999633789062
2026-03-30 18:40:00+00:00,156.89300537109375
2026-03-30 18:45:00+00:00,156.9600067138672
2026-03-30 18:50:00+00:00,156.8000030517578
2026-03-30 18:55:00+00:00,156.77000427246094
2026-03-30 19:00:00+00:00,156.69000244140625
2026-03-30 19:05:00+00:00,156.3699951171875
2026-03-30 19:10:00+00:00,156.34500122070312
2026-03-30 19:15:00+00:00,156.3000030517578
2026-03-30 19:20:00+00:00,156.27000427246094
2026-03-30 19:25:00+00:00,156.19500732421875
2026-03-30 19:30:00+00:00,156.1999969482422
2026-03-30 19:35:00+00:00,156.30999755859375
2026-03-30 19:40:00+00:00,156.4199981689453
2026-03-30 19:45:00+00:00,156.40499877929688
2026-03-30 19:50:00+00:00,156.6199951171875
2026-03-30 19:55:00+00:00,156.66000366210938
2026-03-30 20:00:00+00:00,156.61
2026-03-30 20:05:00+00:00,156.65
2026-03-30 20:10:00+00:00,156.37
2026-03-30 20:15:00+00:00,156.5
2026-03-30 20:20:00+00:00,156.2196
2026-03-30 20:25:00+00:00,156.6
2026-03-30 20:30:00+00:00,156.61
2026-03-30 20:40:00+00:00,156.0
2026-03-30 20:50:00+00:00,156.4
2026-03-30 20:55:00+00:00,157.13
2026-03-30 21:00:00+00:00,156.61
2026-03-30 21:05:00+00:00,157.12
2026-03-30 21:10:00+00:00,156.52
2026-03-30 21:15:00+00:00,156.52
2026-03-30 21:20:00+00:00,156.0
2026-03-30 21:25:00+00:00,156.0933
2026-03-30 21:40:00+00:00,156.6
2026-03-30 21:55:00+00:00,157.12
2026-03-30 22:00:00+00:00,157.12
2026-03-30 22:10:00+00:00,157.12
2026-03-30 22:20:00+00:00,157.12
2026-03-30 22:40:00+00:00,157.12
2026-03-30 22:45:00+00:00,157.12
2026-03-30 22:50:00+00:00,156.857
2026-03-30 23:00:00+00:00,156.56
2026-03-30 23:05:00+00:00,156.1456
2026-03-30 23:15:00+00:00,156.1456
2026-03-30 23:30:00+00:00,156.41
2026-03-30 23:40:00+00:00,156.3181
2026-03-30 23:45:00+00:00,156.4058
2026-03-31 08:00:00+00:00,157.53
2026-03-31 08:15:00+00:00,157.53
2026-03-31 08:25:00+00:00,158.63
2026-03-31 08:30:00+00:00,158.63
2026-03-31 08:45:00+00:00,159.4002
2026-03-31 08:55:00+00:00,159.4002
2026-03-31 09:15:00+00:00,159.4002
2026-03-31 09:20:00+00:00,159.4
2026-03-31 09:30:00+00:00,159.4
2026-03-31 10:00:00+00:00,159.4
2026-03-31 10:15:00+00:00,159.4
2026-03-31 10:20:00+00:00,159.4
2026-03-31 10:45:00+00:00,159.4
2026-03-31 10:50:00+00:00,158.9
