time,XLV
2026-06-04 19:05:00+00:00,151.66000366210938
2026-06-04 19:10:00+00:00,151.75
2026-06-04 19:15:00+00:00,151.85000610351562
2026-06-04 19:20:00+00:00,151.8699951171875
2026-06-04 19:25:00+00:00,151.85000610351562
2026-06-04 19:30:00+00:00,151.83999633789062
2026-06-04 19:35:00+00:00,151.94500732421875
2026-06-04 19:40:00+00:00,151.91000366210938
2026-06-04 19:45:00+00:00,151.93499755859375
2026-06-04 19:50:00+00:00,152.0449981689453
2026-06-04 19:55:00+00:00,152.0500030517578
2026-06-04 20:00:00+00:00,152.08
2026-06-04 20:05:00+00:00,152.08
2026-06-04 20:10:00+00:00,152.065
2026-06-04 20:15:00+00:00,152.0
2026-06-04 20:20:00+00:00,152.06
2026-06-04 20:25:00+00:00,152.05
2026-06-04 20:30:00+00:00,152.16
2026-06-04 20:35:00+00:00,152.21
2026-06-04 20:40:00+00:00,152.14
2026-06-04 20:45:00+00:00,152.23
2026-06-04 20:50:00+00:00,152.1
2026-06-04 20:55:00+00:00,152.23
2026-06-04 21:00:00+00:00,144.8838
2026-06-04 21:05:00+00:00,152.08
2026-06-04 21:10:00+00:00,152.18
2026-06-04 21:15:00+00:00,152.18
2026-06-04 21:20:00+00:00,152.12
2026-06-04 21:25:00+00:00,152.26
2026-06-04 21:30:00+00:00,152.23
2026-06-04 21:35:00+00:00,152.25
2026-06-04 21:40:00+00:00,152.2697
2026-06-04 21:45:00+00:00,152.2057
2026-06-04 21:50:00+00:00,152.27
2026-06-04 21:55:00+00:00,152.25
2026-06-04 22:00:00+00:00,152.25
2026-06-04 22:05:00+00:00,152.2609
2026-06-04 22:10:00+00:00,152.2606
2026-06-04 22:15:00+00:00,152.15
2026-06-04 22:20:00+00:00,152.16
2026-06-04 22:25:00+00:00,152.26
2026-06-04 22:35:00+00:00,152.24
2026-06-04 22:40:00+00:00,152.24
2026-06-04 22:45:00+00:00,152.33
2026-06-04 22:50:00+00:00,152.37
2026-06-04 22:55:00+00:00,152.3836
2026-06-04 23:00:00+00:00,152.38
2026-06-04 23:05:00+00:00,152.499
2026-06-04 23:10:00+00:00,152.33
2026-06-04 23:20:00+00:00,152.34
2026-06-04 23:25:00+00:00,152.3999
2026-06-04 23:30:00+00:00,152.3911
2026-06-04 23:35:00+00:00,152.2173
2026-06-04 23:40:00+00:00,152.3927
2026-06-04 23:45:00+00:00,152.33
2026-06-04 23:50:00+00:00,152.4
2026-06-04 23:55:00+00:00,152.5
2026-06-05 08:00:00+00:00,152.22
2026-06-05 08:05:00+00:00,152.5612
2026-06-05 08:10:00+00:00,152.49
2026-06-05 08:15:00+00:00,152.45
2026-06-05 08:20:00+00:00,152.29
2026-06-05 08:25:00+00:00,152.44
2026-06-05 08:30:00+00:00,152.28
2026-06-05 08:35:00+00:00,152.5
2026-06-05 08:45:00+00:00,152.5
2026-06-05 08:50:00+00:00,152.5
2026-06-05 08:55:00+00:00,152.5
2026-06-05 09:10:00+00:00,152.7
2026-06-05 09:15:00+00:00,152.57
2026-06-05 09:20:00+00:00,152.9355
2026-06-05 09:25:00+00:00,152.51
2026-06-05 09:30:00+00:00,152.8
2026-06-05 09:35:00+00:00,152.61
2026-06-05 09:40:00+00:00,152.61
2026-06-05 09:50:00+00:00,152.77
2026-06-05 09:55:00+00:00,152.79
2026-06-05 10:00:00+00:00,152.83
2026-06-05 10:05:00+00:00,152.96
2026-06-05 10:10:00+00:00,152.6
2026-06-05 10:20:00+00:00,152.63
2026-06-05 10:25:00+00:00,152.61
2026-06-05 10:30:00+00:00,152.61
2026-06-05 10:35:00+00:00,152.86
2026-06-05 10:40:00+00:00,152.81
2026-06-05 10:50:00+00:00,152.94
2026-06-05 10:55:00+00:00,152.95
2026-06-05 11:00:00+00:00,152.78
2026-06-05 11:05:00+00:00,152.55
2026-06-05 11:10:00+00:00,152.62
2026-06-05 11:15:00+00:00,152.7
2026-06-05 11:20:00+00:00,152.5039
2026-06-05 11:25:00+00:00,152.6871
2026-06-05 11:30:00+00:00,152.85
2026-06-05 11:35:00+00:00,152.93
2026-06-05 11:40:00+00:00,153.0
2026-06-05 11:45:00+00:00,152.76
2026-06-05 11:50:00+00:00,152.88
2026-06-05 11:55:00+00:00,152.8666
2026-06-05 12:00:00+00:00,152.8406
2026-06-05 12:05:00+00:00,152.89
2026-06-05 12:10:00+00:00,152.95
2026-06-05 12:15:00+00:00,152.98
2026-06-05 12:20:00+00:00,152.94
2026-06-05 12:25:00+00:00,152.9692
2026-06-05 12:30:00+00:00,152.87
2026-06-05 12:35:00+00:00,152.9621
2026-06-05 12:40:00+00:00,153.4
2026-06-05 12:45:00+00:00,153.25
2026-06-05 12:50:00+00:00,153.286
2026-06-05 12:55:00+00:00,153.2505
2026-06-05 13:00:00+00:00,153.18
2026-06-05 13:05:00+00:00,153.15
2026-06-05 13:10:00+00:00,153.21
2026-06-05 13:30:00+00:00,154.1199951171875
2026-06-05 13:35:00+00:00,153.89500427246094
2026-06-05 13:40:00+00:00,153.3800048828125
2026-06-05 13:45:00+00:00,153.2899932861328
2026-06-05 13:50:00+00:00,153.0050048828125
2026-06-05 13:55:00+00:00,153.44500732421875
2026-06-05 14:00:00+00:00,153.80999755859375
2026-06-05 14:05:00+00:00,153.67999267578125
2026-06-05 14:10:00+00:00,153.7100067138672
2026-06-05 14:15:00+00:00,153.5399932861328
2026-06-05 14:20:00+00:00,153.83999633789062
2026-06-05 14:25:00+00:00,154.01499938964844
2026-06-05 14:30:00+00:00,154.1300048828125
2026-06-05 14:35:00+00:00,154.10000610351562
2026-06-05 14:40:00+00:00,154.19000244140625
2026-06-05 14:45:00+00:00,154.14999389648438
2026-06-05 14:50:00+00:00,154.13999938964844
2026-06-05 14:55:00+00:00,154.0850067138672
2026-06-05 15:00:00+00:00,154.1699981689453
2026-06-05 15:05:00+00:00,154.25
2026-06-05 15:10:00+00:00,154.32000732421875
2026-06-05 15:15:00+00:00,154.19500732421875
2026-06-05 15:20:00+00:00,154.33999633789062
2026-06-05 15:25:00+00:00,154.5749969482422
2026-06-05 15:30:00+00:00,154.61500549316406
2026-06-05 15:35:00+00:00,154.61000061035156
2026-06-05 15:40:00+00:00,154.4499969482422
2026-06-05 15:45:00+00:00,154.38999938964844
2026-06-05 15:50:00+00:00,154.3699951171875
2026-06-05 15:55:00+00:00,154.27000427246094
2026-06-05 16:00:00+00:00,154.39999389648438
2026-06-05 16:05:00+00:00,154.2449951171875
2026-06-05 16:10:00+00:00,154.25
2026-06-05 16:15:00+00:00,154.49000549316406
2026-06-05 16:20:00+00:00,154.5050048828125
2026-06-05 16:25:00+00:00,154.63999938964844
2026-06-05 16:30:00+00:00,154.65499877929688
2026-06-05 16:35:00+00:00,154.6750030517578
2026-06-05 16:40:00+00:00,154.54010009765625
2026-06-05 16:45:00+00:00,154.42999267578125
2026-06-05 16:50:00+00:00,154.27000427246094
2026-06-05 16:55:00+00:00,154.39999389648438
2026-06-05 17:00:00+00:00,154.3300018310547
2026-06-05 17:05:00+00:00,154.22000122070312
2026-06-05 17:10:00+00:00,154.27999877929688
2026-06-05 17:15:00+00:00,154.27999877929688
2026-06-05 17:20:00+00:00,154.14999389648438
2026-06-05 17:25:00+00:00,154.1699981689453
2026-06-05 17:30:00+00:00,154.02000427246094
2026-06-05 17:35:00+00:00,154.13999938964844
2026-06-05 17:40:00+00:00,154.0399932861328
2026-06-05 17:45:00+00:00,154.11500549316406
2026-06-05 17:50:00+00:00,154.05499267578125
2026-06-05 17:55:00+00:00,154.0399932861328
2026-06-05 18:00:00+00:00,153.9499969482422
2026-06-05 18:05:00+00:00,153.97999572753906
2026-06-05 18:10:00+00:00,153.97500610351562
2026-06-05 18:15:00+00:00,154.0800018310547
2026-06-05 18:20:00+00:00,154.11500549316406
2026-06-05 18:25:00+00:00,154.0050048828125
2026-06-05 18:30:00+00:00,154.0399932861328
2026-06-05 18:35:00+00:00,154.1699981689453
2026-06-05 18:40:00+00:00,154.1199951171875
2026-06-05 18:45:00+00:00,153.97999572753906
2026-06-05 18:50:00+00:00,153.6300048828125
2026-06-05 18:55:00+00:00,153.35499572753906
2026-06-05 19:00:00+00:00,153.11000061035156
2026-06-05 19:05:00+00:00,153.2050018310547
2026-06-05 19:10:00+00:00,153.19000244140625
2026-06-05 19:15:00+00:00,153.1999053955078
2026-06-05 19:20:00+00:00,153.1199951171875
2026-06-05 19:25:00+00:00,153.10499572753906
2026-06-05 19:30:00+00:00,153.0500030517578
2026-06-05 19:35:00+00:00,153.22000122070312
2026-06-05 19:40:00+00:00,153.0850067138672
2026-06-05 19:45:00+00:00,153.0050048828125
2026-06-05 19:50:00+00:00,153.19500732421875
2026-06-05 19:55:00+00:00,153.00999450683594
2026-06-05 20:00:00+00:00,153.01
2026-06-05 20:05:00+00:00,153.2
2026-06-05 20:10:00+00:00,152.52
2026-06-05 20:15:00+00:00,152.61
2026-06-05 20:20:00+00:00,152.52
2026-06-05 20:25:00+00:00,152.5
2026-06-05 20:30:00+00:00,152.4
2026-06-05 20:35:00+00:00,152.35
2026-06-05 20:40:00+00:00,152.3
2026-06-05 20:45:00+00:00,152.35
2026-06-05 20:50:00+00:00,152.84
2026-06-05 20:55:00+00:00,152.67
2026-06-05 21:00:00+00:00,152.33
2026-06-05 21:05:00+00:00,152.4
2026-06-05 21:10:00+00:00,152.4
2026-06-05 21:15:00+00:00,152.2
2026-06-05 21:20:00+00:00,152.84
2026-06-05 21:25:00+00:00,152.84
2026-06-05 21:30:00+00:00,152.1393
2026-06-05 21:35:00+00:00,152.1
2026-06-05 21:40:00+00:00,152.2815
2026-06-05 21:45:00+00:00,152.4
2026-06-05 21:50:00+00:00,153.0
2026-06-05 21:55:00+00:00,152.62
2026-06-05 22:00:00+00:00,152.5093
2026-06-05 22:05:00+00:00,152.81
2026-06-05 22:10:00+00:00,152.6019
2026-06-05 22:20:00+00:00,152.82
2026-06-05 22:25:00+00:00,153.0
2026-06-05 22:30:00+00:00,153.0
2026-06-05 22:35:00+00:00,152.61
2026-06-05 22:40:00+00:00,152.5263
2026-06-05 22:45:00+00:00,152.7
2026-06-05 22:50:00+00:00,152.5
2026-06-05 22:55:00+00:00,153.13
2026-06-05 23:00:00+00:00,152.62
2026-06-05 23:05:00+00:00,153.01
2026-06-05 23:10:00+00:00,152.5
2026-06-05 23:15:00+00:00,152.61
2026-06-05 23:20:00+00:00,153.0
2026-06-05 23:25:00+00:00,153.2
2026-06-05 23:30:00+00:00,153.1
2026-06-05 23:40:00+00:00,152.5
2026-06-05 23:45:00+00:00,153.12
2026-06-05 23:50:00+00:00,152.55
2026-06-05 23:55:00+00:00,153.18
2026-06-08 08:00:00+00:00,153.28
2026-06-08 08:05:00+00:00,154.04
2026-06-08 08:10:00+00:00,153.86
2026-06-08 08:15:00+00:00,153.82
2026-06-08 08:20:00+00:00,153.53
2026-06-08 08:25:00+00:00,153.77
2026-06-08 08:30:00+00:00,153.94
2026-06-08 08:35:00+00:00,153.5
2026-06-08 08:40:00+00:00,153.45
2026-06-08 08:45:00+00:00,153.45
2026-06-08 08:50:00+00:00,152.95
2026-06-08 08:55:00+00:00,153.28
2026-06-08 09:00:00+00:00,153.25
2026-06-08 09:05:00+00:00,153.32
2026-06-08 09:10:00+00:00,153.327
2026-06-08 09:15:00+00:00,153.79
2026-06-08 09:20:00+00:00,153.82
2026-06-08 09:30:00+00:00,153.63
2026-06-08 09:35:00+00:00,153.85
2026-06-08 09:45:00+00:00,153.9005
2026-06-08 09:50:00+00:00,153.84
2026-06-08 09:55:00+00:00,153.82
2026-06-08 10:00:00+00:00,153.85
2026-06-08 10:05:00+00:00,153.85
2026-06-08 10:10:00+00:00,153.91
2026-06-08 10:15:00+00:00,153.91
2026-06-08 10:20:00+00:00,153.9655
2026-06-08 10:25:00+00:00,153.76
2026-06-08 10:30:00+00:00,153.97
2026-06-08 10:35:00+00:00,153.98
2026-06-08 10:45:00+00:00,153.96
2026-06-08 10:50:00+00:00,153.9489
2026-06-08 10:55:00+00:00,153.96
2026-06-08 11:00:00+00:00,153.97
2026-06-08 11:05:00+00:00,153.99
2026-06-08 11:10:00+00:00,153.92
2026-06-08 11:15:00+00:00,153.55
2026-06-08 11:20:00+00:00,153.8407
2026-06-08 11:25:00+00:00,153.33
2026-06-08 11:30:00+00:00,153.85
2026-06-08 11:35:00+00:00,153.8657
2026-06-08 11:40:00+00:00,153.31
2026-06-08 11:45:00+00:00,153.5
2026-06-08 11:50:00+00:00,153.3
2026-06-08 11:55:00+00:00,153.25
2026-06-08 12:00:00+00:00,153.23
2026-06-08 12:05:00+00:00,153.35
2026-06-08 12:10:00+00:00,153.45
2026-06-08 12:15:00+00:00,153.4
2026-06-08 12:20:00+00:00,153.1547
2026-06-08 12:25:00+00:00,153.2109
2026-06-08 12:30:00+00:00,153.21
2026-06-08 12:35:00+00:00,153.24
2026-06-08 12:40:00+00:00,153.25
2026-06-08 12:45:00+00:00,153.26
2026-06-08 12:50:00+00:00,153.01
2026-06-08 12:55:00+00:00,153.25
2026-06-08 13:00:00+00:00,153.23
2026-06-08 13:05:00+00:00,153.01
2026-06-08 13:10:00+00:00,152.95
2026-06-08 13:30:00+00:00,153.98500061035156
2026-06-08 13:35:00+00:00,153.36000061035156
2026-06-08 13:40:00+00:00,153.35000610351562
2026-06-08 13:45:00+00:00,153.75999450683594
2026-06-08 13:50:00+00:00,153.72999572753906
2026-06-08 13:55:00+00:00,153.8300018310547
2026-06-08 14:00:00+00:00,154.0749969482422
2026-06-08 14:05:00+00:00,154.01499938964844
2026-06-08 14:10:00+00:00,153.60000610351562
2026-06-08 14:15:00+00:00,154.34190368652344
2026-06-08 14:20:00+00:00,154.14500427246094
2026-06-08 14:25:00+00:00,153.88999938964844
2026-06-08 14:30:00+00:00,153.6999969482422
2026-06-08 14:35:00+00:00,153.61000061035156
2026-06-08 14:40:00+00:00,153.3000030517578
2026-06-08 14:45:00+00:00,153.4199981689453
2026-06-08 14:50:00+00:00,153.49000549316406
2026-06-08 14:55:00+00:00,153.67999267578125
2026-06-08 15:00:00+00:00,153.49000549316406
2026-06-08 15:05:00+00:00,153.64999389648438
2026-06-08 15:10:00+00:00,153.44500732421875
2026-06-08 15:15:00+00:00,153.5
2026-06-08 15:20:00+00:00,153.67999267578125
2026-06-08 15:25:00+00:00,153.55999755859375
2026-06-08 15:30:00+00:00,153.36500549316406
2026-06-08 15:35:00+00:00,153.28500366210938
2026-06-08 15:40:00+00:00,153.05499267578125
2026-06-08 15:45:00+00:00,153.1199951171875
2026-06-08 15:50:00+00:00,153.14500427246094
2026-06-08 15:55:00+00:00,153.17999267578125
2026-06-08 16:00:00+00:00,153.06500244140625
2026-06-08 16:05:00+00:00,152.97999572753906
2026-06-08 16:10:00+00:00,153.05499267578125
2026-06-08 16:15:00+00:00,152.90499877929688
2026-06-08 16:20:00+00:00,152.90499877929688
2026-06-08 16:25:00+00:00,152.74000549316406
2026-06-08 16:30:00+00:00,152.72000122070312
2026-06-08 16:35:00+00:00,152.8000030517578
2026-06-08 16:40:00+00:00,152.77499389648438
2026-06-08 16:45:00+00:00,152.7899932861328
2026-06-08 16:50:00+00:00,152.73500061035156
2026-06-08 16:55:00+00:00,152.69000244140625
2026-06-08 17:00:00+00:00,152.5500030517578
2026-06-08 17:05:00+00:00,152.5
2026-06-08 17:10:00+00:00,152.60000610351562
2026-06-08 17:15:00+00:00,152.52000427246094
2026-06-08 17:20:00+00:00,152.52999877929688
2026-06-08 17:25:00+00:00,152.60499572753906
2026-06-08 17:30:00+00:00,152.4199981689453
2026-06-08 17:35:00+00:00,152.60000610351562
2026-06-08 17:40:00+00:00,152.63999938964844
2026-06-08 17:45:00+00:00,152.69000244140625
2026-06-08 17:50:00+00:00,152.59500122070312
2026-06-08 17:55:00+00:00,152.64999389648438
2026-06-08 18:00:00+00:00,152.8699951171875
2026-06-08 18:05:00+00:00,152.9398956298828
2026-06-08 18:10:00+00:00,152.72250366210938
2026-06-08 18:15:00+00:00,152.80999755859375
2026-06-08 18:20:00+00:00,152.72000122070312
2026-06-08 18:25:00+00:00,152.77999877929688
2026-06-08 18:30:00+00:00,152.72000122070312
2026-06-08 18:35:00+00:00,152.66000366210938
2026-06-08 18:40:00+00:00,152.85000610351562
2026-06-08 18:45:00+00:00,152.7949981689453
2026-06-08 18:50:00+00:00,152.8350067138672
2026-06-08 18:55:00+00:00,152.8300018310547
2026-06-08 19:00:00+00:00,152.8300018310547
2026-06-08 19:05:00+00:00,152.83999633789062
2026-06-08 19:10:00+00:00,152.72500610351562
2026-06-08 19:15:00+00:00,152.68499755859375
2026-06-08 19:20:00+00:00,152.66000366210938
2026-06-08 19:25:00+00:00,152.72999572753906
2026-06-08 19:30:00+00:00,152.84500122070312
2026-06-08 19:35:00+00:00,152.86500549316406
2026-06-08 19:40:00+00:00,152.88999938964844
2026-06-08 19:45:00+00:00,152.94500732421875
2026-06-08 19:50:00+00:00,152.68499755859375
2026-06-08 19:55:00+00:00,152.63999938964844
2026-06-08 20:00:00+00:00,152.65
2026-06-08 20:05:00+00:00,153.108
2026-06-08 20:10:00+00:00,152.65
2026-06-08 20:15:00+00:00,152.65
2026-06-08 20:20:00+00:00,152.85
2026-06-08 20:25:00+00:00,152.85
2026-06-08 20:30:00+00:00,152.58
2026-06-08 20:35:00+00:00,152.84
2026-06-08 20:40:00+00:00,152.5963
2026-06-08 20:45:00+00:00,152.84
2026-06-08 20:50:00+00:00,152.7
2026-06-08 20:55:00+00:00,152.65
2026-06-08 21:00:00+00:00,152.65
2026-06-08 21:05:00+00:00,152.65
2026-06-08 21:10:00+00:00,152.65
2026-06-08 21:15:00+00:00,152.65
2026-06-08 21:20:00+00:00,152.8399
