time,XLC
2026-03-25 11:20:00+00:00,111.17
2026-03-25 11:35:00+00:00,111.17
2026-03-25 11:45:00+00:00,111.95
2026-03-25 11:50:00+00:00,111.95
2026-03-25 12:00:00+00:00,112.28
2026-03-25 12:05:00+00:00,112.23
2026-03-25 12:20:00+00:00,111.95
2026-03-25 12:30:00+00:00,111.9
2026-03-25 12:35:00+00:00,112.11
2026-03-25 12:40:00+00:00,111.7335
2026-03-25 12:50:00+00:00,111.99
2026-03-25 13:00:00+00:00,112.1
2026-03-25 13:05:00+00:00,112.1
2026-03-25 13:30:00+00:00,112.2699966430664
2026-03-25 13:35:00+00:00,112.26000213623047
2026-03-25 13:40:00+00:00,111.94999694824219
2026-03-25 13:45:00+00:00,111.7249984741211
2026-03-25 13:50:00+00:00,111.66999816894531
2026-03-25 13:55:00+00:00,111.58999633789062
2026-03-25 14:00:00+00:00,111.52999877929688
2026-03-25 14:05:00+00:00,111.37000274658203
2026-03-25 14:10:00+00:00,111.66000366210938
2026-03-25 14:15:00+00:00,111.56999969482422
2026-03-25 14:20:00+00:00,111.44999694824219
2026-03-25 14:25:00+00:00,111.62999725341797
2026-03-25 14:30:00+00:00,111.69999694824219
2026-03-25 14:35:00+00:00,111.55999755859375
2026-03-25 14:40:00+00:00,111.55999755859375
2026-03-25 14:45:00+00:00,111.5999984741211
2026-03-25 14:50:00+00:00,111.5999984741211
2026-03-25 14:55:00+00:00,111.62000274658203
2026-03-25 15:00:00+00:00,111.70999908447266
2026-03-25 15:05:00+00:00,111.45999908447266
2026-03-25 15:10:00+00:00,111.16999816894531
2026-03-25 15:15:00+00:00,110.9000015258789
2026-03-25 15:20:00+00:00,111.20500183105469
2026-03-25 15:25:00+00:00,111.4000015258789
2026-03-25 15:30:00+00:00,111.43000030517578
2026-03-25 15:35:00+00:00,111.26000213623047
2026-03-25 15:40:00+00:00,111.26000213623047
2026-03-25 15:45:00+00:00,111.31999969482422
2026-03-25 15:50:00+00:00,111.36000061035156
2026-03-25 15:55:00+00:00,111.44000244140625
2026-03-25 16:00:00+00:00,111.41999816894531
2026-03-25 16:05:00+00:00,111.4000015258789
2026-03-25 16:10:00+00:00,111.34500122070312
2026-03-25 16:15:00+00:00,111.41500091552734
2026-03-25 16:20:00+00:00,111.56999969482422
2026-03-25 16:25:00+00:00,111.5999984741211
2026-03-25 16:30:00+00:00,111.66500091552734
2026-03-25 16:35:00+00:00,111.68000030517578
2026-03-25 16:40:00+00:00,111.62000274658203
